symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
SGC,8426130,STOCK,HNX,Sa Giang Import Export Corporation,Sa Giang Import Export Corp.,Bánh phồng tôm Sa Giang,Công ty Cổ phần Xuất nhập khẩu Sa Giang
SGB,8425932,STOCK,UPCOM,Saigon Bank For Industry and Trade Joint Stock Bank,Saigonbank,Sài Gòn Công thương,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương
SFN,8425288,STOCK,HNX,Saigon Fishing Net Joint Stock Company,Saigon Fishing Net,Dệt lưới Sài Gòn,Công ty Cổ phần Dệt lưới Sài Gòn
SFI,8424980,STOCK,HSX,Sea And Air Freight International,Sea and Air Freight International,Vận tải SAFI,Công ty Cổ phần Đại lý Vận tải SAFI
SFG,8424475,STOCK,HSX,The Southern Fertilizer Joint Stock Company,The Southern Fertilizer,Phân bón Miền Nam,Công ty Cổ phần Phân bón Miền Nam
SFC,8424541,STOCK,HSX,Saigon Fuel Joint Stock Company,Saigon Fuel Co.,Nhiên liệu Sài Gòn,Công ty Cổ phần Nhiên liệu Sài Gòn
SEP,8425749,STOCK,UPCOM,Quang Tri General Trading Joint Stock Company,SEPON GROUP,Thương mại Quảng Trị,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị
SED,8425857,STOCK,HNX,Phuong Nam Education Investment and Development Joint Stock Company,Phuong Nam education,Phát triển GD Phương Nam,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam
SEB,8425721,STOCK,HNX,Mien Trung Power Investment and Development Joint Stock Company,Central Area Electricity,Điện miền Trung,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung
SEA,8425299,STOCK,UPCOM,Viet Nam Seaproducts Joint Stock Corporation,SEAPRODEX,SEAPRODEX,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần
SDY,9679663,STOCK,UPCOM,Song Da Yaly Cement Joint Stock Company,Song Da Yaly Cement,Xi măng Sông Đà Yaly,Công ty Cổ phần Xi măng Sông Đà Yaly
SDX,8424878,STOCK,UPCOM,Song Da Investment Construction and Fire Prevention Joint Stock Company,SD Investment Construction and Fire Prevention,PCCC và Đầu tư XD Sông Đà,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà
SDV,8425338,STOCK,UPCOM,Sonadezi Service Joint Stock Company,Sonadezi Service,Dịch vụ Sonadezi,Công ty Cổ phần Dịch vụ Sonadezi
SDU,8425729,STOCK,HNX,Song Da Urban Investment Construction And Development Joint Stock Company,Song Da Urban,Đô thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà
SDT,8425935,STOCK,UPCOM,Song Da No 10 Joint Stock Company,Song Da 10 JSC,Sông Đà 10,Công ty Cổ phần Sông Đà 10
SDP,8425149,STOCK,UPCOM,SDP Joint Stock Company,SDP Joint Stock Company,Công ty Cổ phần SDP,Công ty Cổ phần SDP
SDN,8425688,STOCK,HNX,Dong Nai Paint Corporation,Dong Nai Paint Corp.,Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai
SDK,8425756,STOCK,UPCOM,Mechanical Engineering and Metallurgy Joint - Stock Company,Mechanical Engineering and Metallurgy,Cơ khí Luyện Kim,Công ty Cổ phần Cơ khí Luyện Kim
SDJ,8425684,STOCK,UPCOM,Song Da No. 25 Joint Stock Company,Song Da 25,Sông Đà 25,Công ty Cổ phần Sông Đà 25
SDH,9679662,STOCK,DELISTED,Song Da Infrastructure Construction Joint Stock Company,Song Da Sico,Hạ tầng Sông Đà,Công ty Cổ phần Xây dựng hạ tầng Sông Đà
SDG,8425326,STOCK,HNX,Can Tho Sadico Joint Stock Corporation,Can Tho Sadico,Sadico Cần Thơ,Công ty Cổ phần Sadico Cần Thơ
SDD,8426131,STOCK,UPCOM,Song Da Investment and Construction Joint Stock Company,Song Da Construction,Xây lắp Sông Đà,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà
SDC,8425298,STOCK,HNX,Song Da Consulting Joint Stock Company,Song Da Consulting,Tư vấn Sông Đà,Công ty Cổ phần Tư vấn Sông Đà
SDB,9679661,STOCK,UPCOM,Song Da 207 Joint Stock Company,SongDa 207,Sông Đà 207,Công ty Cổ phần Sông Đà 207
SDA,8426108,STOCK,HNX,SIMCO Song Da Joint Stock Company,SIMCO Song Da,XKLĐ Sông Đà,Công ty Cổ phần SIMCO Sông Đà
SD9,8426112,STOCK,HNX,Song Da No9 Joint Stock Company,Song Da 9 JSC,Sông Đà 9,Công ty Cổ phần Sông Đà 9
SD8,8425090,STOCK,UPCOM,Song Da Joint Stock Company No 8,Song Da 8 JSC,Sông Đà 8,Công ty Cổ phần Sông Đà 8
SD7,8425239,STOCK,UPCOM,Songda 7 Joint Stock Company,Song Da 7 JSC,Sông Đà 7,Công ty Cổ phần Sông Đà 7
SD6,8425363,STOCK,UPCOM,Song Da Joint Stock Company No 6,Song Da 6 JSC,Sông Đà 6,Công ty Cổ phần Sông Đà 6
SD5,8426138,STOCK,HNX,Song Da No5 Joint Stock Company,Song Da 5 JSC,Sông Đà 5,Công ty Cổ phần Sông Đà 5
SD4,8426080,STOCK,UPCOM,Song Da 4 Joint Stock Company,Song Da 4 JSC,Sông Đà 4,Công ty Cổ phần Sông Đà 4
SD3,8425936,STOCK,UPCOM,Song Da 3 Joint Stock Company,Song Da 3 JSC,Sông Đà 3,Công ty Cổ phần Sông Đà 3
SD2,8426128,STOCK,UPCOM,Song Da 2 Joint Stock Company,Song Da 2 JSC,Sông Đà 2,Công ty Cổ phần Sông Đà 2
SD1,9679660,STOCK,UPCOM,Song Da 1 Joint Stock Company,Song Da 1,Sông Đà 1,Công ty Cổ phần Sông Đà 1
SCY,8425110,STOCK,UPCOM,Song Cam Shipbuilding Joint Stock Company,Song Cam Shipbuilding,Đóng tàu Sông Cấm,Công ty Cổ phần Đóng tàu Sông Cấm
SCV,8425158,STOCK,DELISTED,Vietnam National Salt Joint Stock Company,"Visalco.,JSC","Visalco.,JSC",Công ty Cổ phần Muối Việt Nam
SCS,8424910,STOCK,HSX,Saigon Cargo Service Corporation,Saigon Cargo Service,DV Hàng hóa Sài Gòn,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn
SCR,8424617,STOCK,HSX,Sai Gon Thuong Tin Real Estate Joint Stock Company,TTC Land,TTC Land,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín
SCO,8425159,STOCK,UPCOM,Seaproducts Mechnical Shareholding Company,Seaproducts Mechnical,Công nghiệp Thủy Sản,Công ty Cổ phần Công nghiệp Thủy sản
SCL,8425414,STOCK,UPCOM,Song Da Cao Cuong Joint Stock Company,Song Da Cao Cuong,Sông Đà Cao Cường,Công ty Cổ phần Sông Đà Cao Cường
SCJ,8426119,STOCK,UPCOM,Sai Son Cement Joint Stock Company,Sai Son Cement,Xi măng Sài Sơn,Công ty Cổ phần Xi măng Sài Sơn
SCI,8425999,STOCK,HNX,SCI E&C Joint Stock Company,SCI E&C,SCI E&C,Công ty Cổ phần SCI E&C
SCG,8425381,STOCK,HNX,SCG Construction Group Joint Stock Company,SCG Construction,Xây dựng SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG
SCD,8424808,STOCK,UPCOM,Chuong Duong Beverages Joint Stock Company,Chuong Duong Beverages,Giải khát Chương Dương,Công ty Cổ phần Nước giải khát Chương Dương
SCC,8425278,STOCK,UPCOM,SHB Trading Investment Joint Stock Company,SHB Trading Investment JSC,Thương mại Đầu tư SHB,Công ty Cổ phần Thương mại Đầu tư SHB
SCA,8425772,STOCK,DELISTED,Song Con Agriculture Joint Stock Company,Song Con Agriculture,Nông nghiệp Sông Con,Công ty Cổ phần Nông nghiệp Sông Con
SC5,8424925,STOCK,HSX,Construction Joint Stock Company No 5,Construction No. 5,Xây dựng Số 5,Công ty Cổ phần Xây dựng số 5
SBV,8424834,STOCK,HSX,Siam Brothers Vietnam Joint Stock Company,Siam Brothers Vietnam,Siam Brothers Việt Nam,Công ty Cổ phần Siam Brothers Việt Nam
SBT,8424941,STOCK,HSX,Thanh Thanh Cong - Bien Hoa Joint Stock Company,Thanh Thanh Cong - Bien Hoa Sugar,Mía đường Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa
SBS,8425424,STOCK,UPCOM,SBS Securities Joint Stock Company,Sacombank Securities,Chứng khoán Sacombank,Công ty Cổ phần Chứng khoán SBS
SBR,8425850,STOCK,UPCOM,Song Be Rubber Joint Stock Company,Song Be Rubber,Cao su Sông Bé,Công ty Cổ phần Cao su Sông Bé
SBM,8425075,STOCK,UPCOM,Bac Minh Development Investment Joint Stock Company,Bac Minh Development Investment,Đầu tư PT Bắc Minh,Công ty Cổ phần Đầu tư phát triển Bắc Minh
SBL,8426079,STOCK,UPCOM,Sai Gon - Bac Lieu Beer Joint Stock Company,Sai Gon - Bac Lieu Beer,Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu
SBH,8425815,STOCK,UPCOM,Song Ba Ha Hydro Power Joint Stock Company,Song Ba Ha Hydro Power,Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện Sông Ba Hạ
SBG,13047624,STOCK,HSX,Siba High-tech Mechanical Group Joint Stock Company,Siba Group Jsc,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Công ty Cổ Phần Tập Đoàn Cơ Khí Công Nghệ Cao Siba
SBD,8425306,STOCK,UPCOM,SaoBacDau Technologies Corporation,SaoBacDau Technologies,Công nghệ Sao Bắc Đẩu,Công ty Cổ phần Công nghệ Sao Bắc Đẩu
SBB,13092352,STOCK,UPCOM,Saigon Binh Tay Beer Group Joint Stock Company,Sai Gon Binh Tay Beer,Bia Sài Gòn Bình Tây,Công ty cổ phần Tập đoàn Bia Sài Gòn Bình Tây
SBA,8424625,STOCK,HSX,Song Ba Joint Stock Company,Song Ba JSC,Sông Ba JSC,Công ty Cổ phần Sông Ba
SB1,8425859,STOCK,UPCOM,Sai Gon - Nghe Tinh Beer Joint Stock Company,Sai Gon Nghe Tinh Beer,Bia Sài Gòn - Nghệ Tĩnh,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh
SAV,8424482,STOCK,HSX,Savimex Corporation,Savimex,Savimex,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex
SAS,8425823,STOCK,UPCOM,Southern Airports Services Joint Stock Company,Southern Airports Services,DV Hàng không sân bay TSN,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất
SAP,8425709,STOCK,UPCOM,Textbook Printing Joint Stock Company in Ho Chi Minh City,Ho Chi Minh Textbook Printing,In Sách TP.HCM,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh
SAM,8424866,STOCK,HSX,SAM Holdings Corporation,SAM Holdings,SAM Holdings,Công ty Cổ phần SAM Holdings
SAL,8425467,STOCK,UPCOM,Viet Nam Salvage Joint Stock Company,Viet Nam Salvage,Trục vớt Cứu hộ Việt Nam,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam
SAF,8425953,STOCK,HNX,Safoco Foodstuff Joint Stock Company,Safoco Foodstuff,Thực Phẩm SAFOCO,Công ty Cổ phần Lương thực Thực phẩm SAFOCO
SAC,8426109,STOCK,UPCOM,Sai Gon Port Stevedoring And Service Joint Stock Company,Sai Gon Port Stevedoring And Service,Dịch vụ cảng Sài Gòn,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn
SAB,8424770,STOCK,HSX,Saigon Beer - Alcohol - Beverage Corporation,SABECO,SABECO,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn
S99,8425265,STOCK,HNX,SCI Joint Stock Company,Song Da 99 (SCI),Sông Đà 9.09 (SCI),Công ty Cổ phần SCI
S96,8425463,STOCK,UPCOM,Song Da 9.06 Joint Stock Company,Song Da 96,Sông Đà 9.06,Công ty Cổ phần Sông Đà 9.06
S74,8425259,STOCK,UPCOM,Song Da 7.04 Joint Stock Company,Song Da 7.04,Sông Đà 7.04,Công ty Cổ phần Sông Đà 7.04
S72,8425438,STOCK,UPCOM,Song Da 7.02 Hydroelectric Joint Stock Company,Song Da 7.02,Sông Đà 7.02,Công ty Cổ phần Sông Đà 7.02
S55,8426043,STOCK,HNX,Song Da 505 Joint Stock Company,Song Da 55,Sông Đà 505,Công ty Cổ phần Sông Đà 505
S4A,8424961,STOCK,HSX,SeSan 4A HydroElectric Joint Stock Company,SeSan 4A HydroElectric,Thủy điện Sê San 4A,Công ty Cổ phần Thủy điện Sê San 4A
S27,8425071,STOCK,UPCOM,Song Da 27 Joint Stock Company,Song Da 27,Sông Đà 27,Công ty Cổ phần Sông Đà 27
S12,9679659,STOCK,UPCOM,Song Da No 12 Joint Stock Company,Song Da 12,Sông Đà 12,Công ty Cổ phần Sông Đà 12
RYG,14487891,STOCK,HSX,Royal Manufacture And Investment Joint Stock Company,Royal Invest Jsc,Sản xuất và Đầu tư Hoàng Gia,Công ty Cổ phần Sản xuất và Đầu tư Hoàng Gia
RTB,8425741,STOCK,UPCOM,Tan Bien Rubber Joint Stock Company,Tan Bien Rubber,Cao su Tân Biên,Công ty Cổ phần Cao su Tân Biên
ROS,8424947,STOCK,DELISTED,FLC FAROS Construction Joint Stock Company,FLC FAROS Construction,Xây dựng FLC FAROS,Công ty Cổ phần Xây dựng FLC FAROS
RIC,8425018,STOCK,UPCOM,Royal International Joint Stock Corporation,Royal International Casino,Quốc tế Hoàng Gia,Công ty Cổ phần Quốc Tế Hoàng Gia
RGC,8425287,STOCK,DELISTED,PV-Inconess Investment Joint Stock Company,PV-Inconess Investment,Đầu tư PV-Inconess,Công ty Cổ phần Đầu tư PV-Inconess
REE,8424619,STOCK,HSX,Refrigeration Electrical Engineering Corporation,Refrigeration Electrical Engineering,Cơ Điện Lạnh REE,Công ty Cổ phần Cơ điện Lạnh
RDP,8424720,STOCK,HSX,Rang Dong Holding Joint-Stock Company,Rang Dong Plastic,Nhựa Rạng Đông,Công ty Cổ phần Rạng Đông Holding
RCL,8425201,STOCK,HNX,Cho Lon Real Estate Joint Stock Company,Cho Lon Real Estates,Địa Ốc Chợ Lớn,Công ty Cổ phần Địa ốc Chợ Lớn
RCD,8425771,STOCK,UPCOM,Rubber Real Estate Construction Joint Stock Company,Rubber Real Estate Construction,XD - Địa ốc Cao su,Công ty Cổ phần Xây dựng - Địa ốc Cao su
RCC,8425169,STOCK,UPCOM,Railway Construction Corporation Joint Stock Company,Railway Construction,Công trình Đường sắt,Công ty Cổ phần Tổng Công ty Công trình Đường sắt
RBC,8425582,STOCK,UPCOM,Rubber Industry & Import- Export Joint Stock Company,Rubico,Công Nghiệp và Xuất nhập khẩu Cao Su,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su
RAT,8425736,STOCK,UPCOM,Railway Transport and Trade Joint Stock Company,Railway Transport and Trade,VT và TM Đường sắt,Công ty Cổ phần Vận tải và Thương mại Đường sắt
RAL,8424887,STOCK,HSX,Rang Dong Light Sources and Vacuum Flask Joint Stock Company,Rang Dong Light and Vacuum Flask,Bóng đèn Phích nước Rạng Đông,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông
QTP,8425290,STOCK,UPCOM,Quang Ninh Thermal Power Joint Stock Company,Quang Ninh Thermal Power,Nhiệt điện Quảng Ninh,Công ty Cổ phần Nhiệt điện Quảng Ninh
QTC,8425780,STOCK,HNX,Quang Nam Transportion Construction Joint Stock Company,Quang Nam Construction,GTVT Quảng Nam,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam
QST,8425115,STOCK,HNX,Quang Ninh Book And Educational Equipment Joint Stock Company,Quang Ninh Books & Equipments,Sách Quảng Ninh,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh
QSP,8425173,STOCK,UPCOM,Quy Nhon New Port Joint Stock Company,Quy Nhon New Port,Tân cảng Quy Nhơn,Công ty Cổ phần Tân cảng Quy Nhơn
QPH,8425703,STOCK,UPCOM,Que Phong Hydropower Joint Stock Company,Que Phong Hydropower,Thủy điện Quế Phong,Công ty Cổ phần Thủy điện Quế Phong
QNW,8425631,STOCK,UPCOM,Quang Ngai Water Supply Sewerage and Construction Joint Stock Company,Quang Ngai Water Supply Sewerage,Cấp thoát nước và XD Quảng Ngãi,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi
QNU,8425493,STOCK,UPCOM,Quang Nam Urban Environment Joint Stock Company,Quang Nam Urban Environment,Môi trường Đô thị Quảng Nam,Công ty Cổ phần Môi trường Đô thị Quảng Nam
QNT,8425492,STOCK,UPCOM,Quang Nam Consulting and Investment Development Joint Stock Company,Quang Nam Consulting and Investment Development,Tư vấn và Đầu tư Phát triển Quảng Nam,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam
QNS,8426129,STOCK,UPCOM,Quang Ngai Sugar Joint Stock Company,Quang Ngai Sugar,Đường Quảng Ngãi,Công ty Cổ phần Đường Quảng Ngãi
QNP,13245657,STOCK,HSX,Quy Nhon Port Joint Stock Company,Cang Quy Nhon,Cảng Quy Nhơn,Công ty Cổ phần Cảng Quy Nhơn
QNC,8426173,STOCK,UPCOM,Quang Ninh Construction and Cement Joint Stock Company,Quang Ninh Construction & Cement,Xi măng Quảng Ninh,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh
QLT,8425348,STOCK,DELISTED,Inland Waterway Management Maintenance Joint Stock Company No.10,Inwama No.10,Bảo trì đường thủy nội địa số 10,Công ty Cổ phần Quản lý Bảo trì Đường thủy Nội địa số 10
QLD,8425653,STOCK,DELISTED,Lang Son Road Management and Construction Joint Stock Company,Lang Son Road Management and Construction,QL và XD Giao thông Lạng Sơn,Công ty Cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn
QHW,8426137,STOCK,UPCOM,Quang Ninh Mineral Water Corporation,Quang Ninh Mineral Water,Nước khoáng Quảng Ninh,Công ty Cổ phần Nước khoáng Quảng Ninh
QHD,8425753,STOCK,HNX,Viet-Duc Welding Electrode Joint Stock Company,Viet Duc welding electrode,Que hàn Việt Đức,Công ty Cổ phần Que hàn điện Việt Đức
QCG,8425033,STOCK,HSX,Quoc Cuong Gia Lai Joint Stock Company,Quoc Cuong Gia Lai,Quốc Cường Gia Lai,Công ty Cổ phần Quốc Cường Gia Lai
QCC,8425237,STOCK,UPCOM,Construction Investment and Telecommunications Infrastructure Development Joint Stock Company,Construction Investment and Telecommunications Infrastructure Development,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông
QBS,8424835,STOCK,UPCOM,Quang Binh Import And Export Joint Stock Company,Quang Binh Import And Export,Xuất nhập khẩu Quảng Bình,Công ty Cổ phần Xuất nhập khẩu Quảng Bình
PYU,8425125,STOCK,DELISTED,Phuc Yen Urban Environment and Works Joint Stock Company,Phuc Yen Urban Environment,Công trình đô thị Phúc Yên,Công ty Cổ phần Môi trường và Công trình đô thị Phúc Yên
PXT,8426201,STOCK,UPCOM,Petroleum Pipeline And Tank Construction Joint Stock Company,Petroleum Pipeline And Tank Construction,Xây lắp Đường ống Dầu khí,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí
PXS,8424805,STOCK,UPCOM,Petroleum Equipment Assembly And Metal Structure Joint Stock Company,Petroleum Equipment Assembly,Lắp máy Dầu khí,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí
PXM,9679658,STOCK,UPCOM,Mientrung Petroleum Construction Joint Stock Company,Mientrung Petroleum Construction,Xây lắp Dầu khí Miền Trung,Công ty Cổ phần Xây lắp Dầu khí Miền Trung
PXL,8425874,STOCK,UPCOM,Long Son Petroleum Industrial Zone Investment Joint Stock Company,Long Son Petroleum Industrial Zone,KCN Dầu khí Long Sơn,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn
PXI,8424630,STOCK,UPCOM,Petroleum Industrial and Civil Construction Joint Stock Company,Petroleum Industrial And Construction,XL CN và dân dụng Dầu khí,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí
PXC,9679657,STOCK,UPCOM,Petrovietnam Urban Develoment Joint Stock Company,PVC-Mekong,Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí
PXA,9679656,STOCK,UPCOM,PetroVietnam - Nghe An Investment & Trading Joint Stock Company,PetroVietnam - Nghe An Investment & Trading,Đầu tư và Thương mại Dầu khí Nghệ An,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An
PX1,9679655,STOCK,UPCOM,Cement Joint Stock Company Song Lam 2,Cement Song Lam 2,Xi măng Sông Lam 2,Công ty Cổ phần Xi măng Sông Lam 2
PWS,8425550,STOCK,UPCOM,Phu Yen Water Supply and Sewerage Joint Stock Company,Phu Yen Water Supply and Sewerage,Cấp thoát nước Phú Yên,Công ty Cổ phần Cấp thoát nước Phú Yên
PWA,8425735,STOCK,UPCOM,Petrowaco Property Joint Stock Company,Petrowaco Property,Bất động sản dầu khí,Công ty Cổ phần Bất động sản dầu khí
PVY,8425207,STOCK,UPCOM,PetroVietnam Marine Shipyard Joint Stock Company,PV Shipyard,Chế tạo Giàn khoan Dầu khí,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí
PVX,9679654,STOCK,UPCOM,Petro Vietnam Construction Joint Stock Corporation,Petro Vietnam Construction,Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam
PVV,8425206,STOCK,UPCOM,Vinaconex 39 Joint Stock Company,Vinaconex 39,Vinaconex 39,Công ty Cổ phần Vinaconex 39
