exercise_date,cash_year,cash_dividend_percentage,issue_method,Symbol
12/07/12,2012.0,0.2,share,DL1
22/11/11,2011.0,0.15,share,DL1
10/11/10,2010.0,0.2,share,DL1
03/10/18,2018.0,0.05,share,DLG
02/12/16,2016.0,0.03,share,DLG
05/08/14,2014.0,0.06,share,DLG
26/08/11,2011.0,0.1,share,DLG
11/02/11,2011.0,0.066,share,DLG
30/11/23,2022.0,0.09,cash,DLM
03/03/14,2012.0,0.01,cash,DLR
22/03/13,2011.0,0.04,cash,DLR
10/12/12,2011.0,0.07,cash,DLR
28/11/11,2010.0,0.04,cash,DLR
29/03/11,2010.0,0.06,cash,DLR
19/06/24,2023.0,0.1,cash,DLT
21/06/23,2022.0,0.08,cash,DLT
21/06/22,2021.0,0.08,cash,DLT
21/06/21,2020.0,0.08,cash,DLT
31/07/20,2019.0,0.14,cash,DLT
19/09/19,2018.0,0.14,cash,DLT
04/09/18,2017.0,0.14,cash,DLT
14/09/17,2016.0,0.14,cash,DLT
28/07/16,2015.0,0.14,cash,DLT
03/07/15,2014.0,0.12,cash,DLT
19/12/24,2024.0,0.1,cash,DM7
17/05/24,2023.0,0.071,cash,DM7
16/02/24,2022.0,0.048,cash,DM7
04/01/24,2023.0,0.053,cash,DM7
05/05/23,2022.0,0.07,cash,DM7
20/12/22,2022.0,0.1,cash,DM7
15/07/22,2021.0,0.05,cash,DM7
18/04/22,2021.0,0.12,cash,DM7
19/01/22,2020.0,0.067,cash,DM7
30/03/21,2020.0,0.02,cash,DM7
28/01/21,2020.0,0.1,cash,DM7
13/05/20,2019.0,0.02,cash,DM7
30/12/19,2019.0,0.1,cash,DM7
06/05/19,2018.0,0.12,cash,DM7
03/05/18,2017.0,0.058,cash,DM7
13/09/24,2023.0,0.25,cash,DMC
21/09/23,2022.0,0.25,cash,DMC
14/09/22,2021.0,0.25,cash,DMC
25/10/21,2020.0,0.25,cash,DMC
08/10/20,2019.0,0.25,cash,DMC
09/09/19,2018.0,0.25,cash,DMC
21/08/18,2017.0,0.1,cash,DMC
27/12/17,2017.0,0.15,cash,DMC
13/07/17,2016.0,0.2,cash,DMC
31/05/16,2015.0,0.2,cash,DMC
09/09/15,2014.0,0.1,cash,DMC
04/03/15,2014.0,0.08,cash,DMC
28/07/14,2013.0,0.07,cash,DMC
12/11/13,2013.0,0.15,cash,DMC
07/05/13,2012.0,0.07,cash,DMC
10/10/24,2023.0,0.02,cash,DMS
13/07/23,2022.0,0.07,cash,DMS
31/12/21,2021.0,0.12,cash,DMS
23/08/24,2023.0,0.15,cash,DNA
07/09/23,2022.0,0.15,cash,DNA
14/10/22,2021.0,0.15,cash,DNA
08/10/21,2021.0,0.05,share,DNA
26/07/21,2020.0,0.1,cash,DNA
17/09/20,2020.0,0.05,share,DNA
23/07/20,2019.0,0.1,cash,DNA
19/08/19,2019.0,0.05,share,DNA
12/07/19,2018.0,0.1,cash,DNA
04/06/18,2017.0,0.15,cash,DNA
27/06/17,2016.0,0.15,cash,DNA
31/12/15,2015.0,0.15,cash,DNA
31/12/14,2014.0,0.15,cash,DNA
01/10/24,2024.0,0.1,cash,DNC
18/07/24,2024.0,0.25,share,DNC
08/03/24,2023.0,0.15,cash,DNC
28/09/23,2023.0,0.1,cash,DNC
21/02/23,2022.0,0.15,cash,DNC
26/09/22,2022.0,0.1,cash,DNC
25/07/22,2022.0,0.25,share,DNC
21/02/22,2021.0,0.15,cash,DNC
07/09/21,2021.0,0.1,cash,DNC
05/01/21,2020.0,0.1,cash,DNC
21/09/20,2020.0,0.1,cash,DNC
05/08/20,2020.0,0.25,share,DNC
17/02/20,2019.0,0.1,cash,DNC
13/09/19,2019.0,0.1,cash,DNC
05/03/19,2018.0,0.1,cash,DNC
01/10/21,2020.0,0.11,cash,DND
14/09/20,2019.0,0.11,cash,DND
23/05/19,2018.0,0.15,cash,DND
30/05/18,2017.0,0.07,cash,DND
14/06/17,2016.0,0.048,cash,DND
12/05/16,2015.0,0.036,cash,DND
15/05/14,2013.0,0.015,cash,DND
30/07/24,2023.0,0.05,cash,DNE
11/08/23,2022.0,0.05,cash,DNE
23/08/22,2021.0,0.07,cash,DNE
29/07/21,2020.0,0.085,cash,DNE
06/08/20,2019.0,0.11,cash,DNE
20/08/19,2018.0,0.11,cash,DNE
12/07/18,2016.0,0.1,cash,DNE
12/07/18,2017.0,0.08,cash,DNE
31/10/16,2015.0,0.04,cash,DNE
13/12/24,2024.0,0.12,cash,DNH
18/06/24,2023.0,0.045,cash,DNH
08/01/24,2023.0,0.04,cash,DNH
07/12/23,2023.0,0.1,cash,DNH
07/12/23,2023.0,0.1,cash,DNH
17/07/23,2022.0,0.07,cash,DNH
22/05/23,2022.0,0.07,cash,DNH
13/02/23,2022.0,0.1,cash,DNH
06/02/23,2022.0,0.1,cash,DNH
25/07/22,2021.0,0.07,cash,DNH
21/06/22,2021.0,0.14,cash,DNH
25/01/22,2021.0,0.14,cash,DNH
16/07/21,2020.0,0.02,cash,DNH
28/01/21,2020.0,0.14,cash,DNH
09/06/20,2019.0,0.12,cash,DNH
23/05/24,2023.0,0.1,cash,DNL
19/05/23,2022.0,0.1,cash,DNL
23/05/22,2021.0,0.15,cash,DNL
21/05/21,2020.0,0.15,cash,DNL
19/05/20,2019.0,0.15,cash,DNL
09/05/19,2018.0,0.14,cash,DNL
11/05/18,2017.0,0.12,cash,DNL
23/05/17,2016.0,0.1,cash,DNL
11/05/16,2015.0,0.1,cash,DNL
21/04/15,2014.0,0.1,cash,DNL
21/05/14,2013.0,0.038,cash,DNL
27/06/22,2022.0,0.2,share,DNM
23/05/18,2017.0,0.1,cash,DNM
13/04/17,2016.0,0.05,cash,DNM
11/11/16,2016.0,0.15,cash,DNM
21/03/16,2015.0,0.15,cash,DNM
16/11/15,2015.0,0.15,cash,DNM
26/03/15,2014.0,0.15,cash,DNM
17/11/14,2014.0,0.15,cash,DNM
03/04/14,2013.0,0.15,cash,DNM
07/11/13,2013.0,0.15,cash,DNM
20/03/13,2012.0,0.1,cash,DNM
06/12/12,2012.0,0.1,cash,DNM
06/08/12,2012.0,0.05,share,DNM
15/12/11,2011.0,0.05,cash,DNM
26/04/11,2010.0,0.1,cash,DNM
24/10/24,2024.0,0.07,cash,DNN
16/07/24,2023.0,0.1,cash,DNN
17/08/23,2023.0,0.09,cash,DNN
05/05/23,2022.0,0.13,cash,DNN
23/08/22,2022.0,0.09,cash,DNN
29/04/22,2021.0,0.13,cash,DNN
18/08/21,2021.0,0.09,cash,DNN
18/05/21,2020.0,0.107,cash,DNN
17/09/20,2020.0,0.09,cash,DNN
13/05/20,2019.0,0.107,cash,DNN
18/09/19,2019.0,0.09,cash,DNN
07/05/19,2018.0,0.078,cash,DNN
26/12/18,2018.0,0.09,cash,DNN
17/05/18,2017.0,0.098,cash,DNN
02/02/18,2017.0,0.07,cash,DNN
04/07/18,2018.0,0.13,share,DNP
04/07/17,2017.0,0.25,share,DNP
22/06/16,2016.0,0.22,share,DNP
29/06/15,2015.0,0.16,share,DNP
26/12/14,2014.0,0.04,share,DNP
26/12/14,2014.0,0.16,share,DNP
12/04/13,2012.0,0.06,cash,DNP
23/05/12,2011.0,0.1,cash,DNP
14/12/11,2011.0,0.06,cash,DNP
20/04/11,2010.0,0.05,cash,DNP
09/02/11,2010.0,0.1,cash,DNP
05/01/10,2009.0,0.1,cash,DNP
09/09/09,2009.0,0.05,cash,DNP
05/12/08,2008.0,0.15,cash,DNP
26/12/07,2007.0,0.07,cash,DNP
10/06/24,2023.0,0.05,cash,DNT
08/12/23,2023.0,0.05,cash,DNT
09/02/23,2022.0,0.05,cash,DNT
30/09/21,2020.0,0.03,cash,DNT
08/01/21,2020.0,0.05,cash,DNT
31/12/19,2019.0,0.1,cash,DNT
31/12/18,2018.0,0.1,cash,DNT
29/12/17,2017.0,0.23,cash,DNT
30/12/16,2016.0,0.1,cash,DNT
13/02/14,2013.0,0.13,cash,DNT
12/04/13,2012.0,0.02,cash,DNT
06/12/12,2012.0,0.1,cash,DNT
28/02/12,2011.0,0.11,cash,DNT
25/02/11,2010.0,0.1,cash,DNT
12/02/10,2009.0,0.11,cash,DNT
23/08/24,2023.0,0.12,cash,DNW
14/11/23,2023.0,0.04,cash,DNW
18/08/23,2022.0,0.13,cash,DNW
14/11/22,2022.0,0.03,cash,DNW
14/09/22,2021.0,0.12,cash,DNW
17/09/21,2020.0,0.1,cash,DNW
14/09/20,2019.0,0.09,cash,DNW
05/09/19,2018.0,0.08,cash,DNW
14/09/18,2017.0,0.04,cash,DNW
04/07/17,2016.0,0.06,cash,DNW
14/07/16,2015.0,0.05,cash,DNW
27/08/24,2023.0,0.04,cash,DOC
25/09/23,2022.0,0.1,cash,DOC
13/12/22,2022.0,0.045,cash,DOC
14/07/22,2021.0,0.134,cash,DOC
30/06/21,2020.0,0.03,cash,DOC
03/06/19,2018.0,0.042,cash,DOC
04/06/18,2017.0,0.045,cash,DOC
19/12/17,2017.0,0.03,cash,DOC
30/05/17,2016.0,0.06,cash,DOC
12/04/16,2015.0,0.04,cash,DOC
31/12/14,2014.0,0.03,cash,DOC
18/06/24,2023.0,0.12,cash,DOP
23/05/23,2022.0,0.1,cash,DOP
29/06/22,2021.0,0.08,cash,DOP
15/07/21,2020.0,0.15,cash,DOP
05/08/20,2019.0,0.12,cash,DOP
30/07/19,2018.0,0.04,cash,DOP
30/07/19,2019.0,0.08,share,DOP
14/05/18,2017.0,0.14,cash,DOP
25/04/17,2016.0,0.12,cash,DOP
08/11/24,2024.0,0.08,cash,DP1
21/08/24,2023.0,0.15,cash,DP1
16/08/23,2022.0,0.15,cash,DP1
12/08/22,2021.0,0.18,cash,DP1
06/08/21,2020.0,0.16,cash,DP1
07/08/20,2019.0,0.16,cash,DP1
30/07/19,2018.0,0.15,cash,DP1
11/06/18,2017.0,0.04,cash,DP1
28/12/17,2017.0,0.08,cash,DP1
31/12/16,2016.0,0.08,cash,DP1
21/03/24,2023.0,0.3,cash,DP3
21/03/23,2022.0,0.8,cash,DP3
24/03/22,2021.0,0.6,cash,DP3
26/03/21,2020.0,0.8,cash,DP3
03/06/20,2019.0,0.7,cash,DP3
03/05/19,2018.0,0.5,cash,DP3
17/10/18,2018.0,0.3,cash,DP3
02/04/18,2017.0,0.3,cash,DP3
28/12/17,2017.0,0.1,cash,DP3
17/05/17,2016.0,0.2,cash,DP3
31/12/15,2015.0,0.16,cash,DP3
14/05/15,2014.0,0.16,cash,DP3
23/09/22,2021.0,0.05,cash,DPC
28/05/21,2020.0,0.1,cash,DPC
17/07/20,2019.0,0.06,cash,DPC
29/05/19,2018.0,0.09,cash,DPC
24/05/18,2017.0,0.15,cash,DPC
12/05/17,2016.0,0.1,cash,DPC
02/06/16,2015.0,0.06,cash,DPC
27/05/15,2014.0,0.02,cash,DPC
27/08/14,2013.0,0.06,cash,DPC
26/08/13,2012.0,0.11,cash,DPC
06/08/12,2011.0,0.14,cash,DPC
18/05/11,2010.0,0.15,cash,DPC
17/06/10,2009.0,0.12,cash,DPC
20/04/09,2008.0,0.1,cash,DPC
19/01/07,2006.0,0.1,cash,DPC
11/06/24,2023.0,0.1,cash,DPG
14/06/23,2022.0,0.1,cash,DPG
15/06/22,2021.0,0.1,cash,DPG
14/07/21,2020.0,0.1,cash,DPG
22/05/20,2019.0,0.1,cash,DPG
08/05/19,2018.0,0.05,cash,DPG
14/12/18,2018.0,0.1,cash,DPG
23/04/18,2017.0,0.08,cash,DPG
29/12/17,2017.0,0.15,cash,DPG
11/08/17,2017.0,0.3,share,DPG
31/12/15,2015.0,0.3,cash,DPG
31/12/14,2014.0,0.25,cash,DPG
31/12/11,2011.0,0.45,share,DPG
31/12/10,2010.0,0.5,share,DPG
03/01/25,2024.0,0.17,cash,DPH
18/01/24,2023.0,0.17,cash,DPH
11/01/23,2022.0,0.15,cash,DPH
07/01/22,2021.0,0.15,cash,DPH
11/01/21,2020.0,0.15,cash,DPH
15/01/20,2019.0,0.15,cash,DPH
21/05/19,2018.0,0.02,cash,DPH
18/01/19,2018.0,0.12,cash,DPH
23/02/18,2017.0,0.1,cash,DPH
24/01/17,2016.0,0.1,cash,DPH
31/12/15,2015.0,0.1,cash,DPH
31/12/14,2014.0,0.1,cash,DPH
31/12/13,2013.0,0.11,cash,DPH
21/08/24,2023.0,0.2,cash,DPM
22/08/23,2022.0,0.3,cash,DPM
16/02/23,2022.0,0.4,cash,DPM
20/07/22,2021.0,0.4,cash,DPM
27/01/22,2021.0,0.1,cash,DPM
05/07/21,2020.0,0.07,cash,DPM
25/01/21,2020.0,0.07,cash,DPM
05/08/20,2019.0,0.07,cash,DPM
27/04/20,2019.0,0.05,cash,DPM
13/06/19,2018.0,0.05,cash,DPM
27/02/19,2018.0,0.05,cash,DPM
14/06/18,2017.0,0.1,cash,DPM
21/12/17,2017.0,0.1,cash,DPM
19/05/17,2016.0,0.1,cash,DPM
29/11/16,2016.0,0.2,cash,DPM
13/05/24,2023.0,0.12,cash,DPP
09/05/23,2022.0,0.12,cash,DPP
10/05/22,2021.0,0.12,cash,DPP
10/05/21,2020.0,0.15,cash,DPP
28/05/20,2019.0,0.14,cash,DPP
26/04/19,2018.0,0.12,cash,DPP
16/04/18,2017.0,0.15,cash,DPP
30/05/17,2016.0,0.14,cash,DPP
09/06/16,2015.0,0.13,cash,DPP
21/05/15,2014.0,0.12,cash,DPP
20/05/14,2013.0,0.15,cash,DPP
20/05/13,2012.0,0.15,cash,DPP
18/05/12,2011.0,0.15,cash,DPP
11/05/11,2010.0,0.1,cash,DPP
21/10/24,2023.0,0.15,cash,DPR
11/09/23,2022.0,0.3,cash,DPR
18/11/22,2021.0,0.2,cash,DPR
16/12/21,2021.0,0.15,cash,DPR
29/07/21,2020.0,0.15,cash,DPR
17/12/20,2020.0,0.25,cash,DPR
17/12/19,2019.0,0.5,cash,DPR
25/09/19,2018.0,0.1,cash,DPR
21/12/18,2018.0,0.4,cash,DPR
24/10/18,2017.0,0.3,cash,DPR
07/08/18,2017.0,0.2,cash,DPR
29/11/17,2017.0,0.1,cash,DPR
26/09/17,2016.0,0.2,cash,DPR
27/06/17,2016.0,0.2,cash,DPR
22/11/16,2016.0,0.1,cash,DPR
04/01/18,2018.0,0.02,share,DPS
31/10/16,2016.0,0.056,share,DPS
27/09/22,2021.0,0.05,cash,DQC
24/09/21,2020.0,0.05,cash,DQC
25/03/20,2019.0,0.1,cash,DQC
26/03/19,2018.0,0.15,cash,DQC
06/09/18,2018.0,0.15,cash,DQC
29/03/18,2017.0,0.15,cash,DQC
18/01/18,2017.0,0.15,cash,DQC
30/05/17,2016.0,0.1,cash,DQC
10/04/17,2016.0,0.15,cash,DQC
07/12/16,2016.0,0.15,cash,DQC
10/06/16,2015.0,0.1,cash,DQC
10/06/16,2016.0,0.1,share,DQC
03/08/15,2015.0,0.15,cash,DQC
29/05/15,2014.0,0.05,cash,DQC
29/05/15,2015.0,0.1,share,DQC
19/12/24,2024.0,0.05,cash,DRC
10/06/24,2023.0,0.07,cash,DRC
28/12/23,2023.0,0.05,cash,DRC
08/06/23,2022.0,0.13,cash,DRC
11/01/23,2022.0,0.05,cash,DRC
01/06/22,2021.0,0.12,cash,DRC
17/12/21,2021.0,0.05,cash,DRC
07/06/21,2020.0,0.1,cash,DRC
23/11/20,2020.0,0.05,cash,DRC
16/07/20,2019.0,0.1,cash,DRC
09/12/19,2019.0,0.05,cash,DRC
30/05/19,2018.0,0.06,cash,DRC
13/12/18,2018.0,0.03,cash,DRC
25/06/18,2017.0,0.08,cash,DRC
24/11/17,2017.0,0.05,cash,DRC
10/05/11,2011.0,0.09,share,DRH
04/10/10,2010.0,0.05,share,DRH
26/11/24,2024.0,0.04,cash,DRI
29/07/24,2023.0,0.03,cash,DRI
22/12/23,2023.0,0.03,cash,DRI
31/07/23,2022.0,0.03,cash,DRI
19/07/22,2021.0,0.04,cash,DRI
17/09/21,2021.0,0.03,cash,DRI
01/07/21,2020.0,0.027,cash,DRI
21/07/20,2019.0,0.04,cash,DRI
08/07/19,2018.0,0.05,cash,DRI
24/04/18,2017.0,0.05,cash,DRI
28/08/17,2017.0,0.05,cash,DRI
28/11/24,2024.0,0.1,cash,DRL
29/08/24,2024.0,0.2,cash,DRL
03/05/24,2023.0,0.18,cash,DRL
19/12/23,2023.0,0.2,cash,DRL
22/08/23,2023.0,0.2,cash,DRL
19/05/23,2022.0,0.16,cash,DRL
14/12/22,2022.0,0.3,cash,DRL
23/08/22,2022.0,0.15,cash,DRL
06/05/22,2021.0,0.227,cash,DRL
03/12/21,2021.0,0.15,cash,DRL
27/08/21,2021.0,0.15,cash,DRL
13/05/21,2020.0,0.178,cash,DRL
13/05/21,2021.0,0.022,cash,DRL
05/01/21,2020.0,0.2,cash,DRL
18/09/20,2020.0,0.15,cash,DRL
21/07/21,2020.0,0.03,cash,DS3
21/07/21,2020.0,0.03,cash,DS3
16/07/20,2019.0,0.03,cash,DS3
16/07/20,2019.0,0.03,cash,DS3
04/09/19,2018.0,0.02,cash,DS3
04/09/19,2018.0,0.02,cash,DS3
04/09/19,2018.0,0.03,cash,DS3
12/07/18,2017.0,0.02,cash,DS3
12/07/18,2017.0,0.02,cash,DS3
12/07/18,2017.0,0.03,cash,DS3
31/12/16,2016.0,0.06,cash,DS3
08/07/16,2016.0,0.25,share,DS3
08/07/16,2016.0,0.25,share,DS3
31/12/15,2015.0,0.135,cash,DS3
03/06/19,2018.0,0.3,cash,DSC
26/12/24,2024.0,0.24,cash,DSN
14/03/24,2023.0,0.16,cash,DSN
28/12/23,2023.0,0.24,cash,DSN
18/04/23,2022.0,0.25,cash,DSN
15/11/22,2022.0,0.15,cash,DSN
28/12/21,2021.0,0.15,cash,DSN
26/02/21,2020.0,0.25,cash,DSN
21/02/20,2019.0,0.24,cash,DSN
30/12/19,2019.0,0.36,cash,DSN
22/02/19,2018.0,0.29,cash,DSN
02/01/19,2018.0,0.36,cash,DSN
06/03/18,2017.0,0.2,cash,DSN
08/01/18,2017.0,0.36,cash,DSN
16/02/17,2016.0,0.14,cash,DSN
22/12/16,2016.0,0.36,cash,DSN
21/07/20,2019.0,0.05,cash,DSP
29/07/19,2018.0,0.05,cash,DSP
16/05/18,2017.0,0.05,cash,DSP
22/03/12,2011.0,0.03,cash,DST
06/06/11,2010.0,0.03,cash,DST
03/02/10,2009.0,0.09,cash,DST
26/02/09,2008.0,0.04,cash,DST
27/08/08,2008.0,0.05,cash,DST
27/02/08,2007.0,0.07,cash,DST
21/08/23,2022.0,0.16,cash,DSV
15/07/22,2021.0,0.159,cash,DSV
29/06/21,2020.0,0.13,cash,DSV
03/07/20,2019.0,0.105,cash,DSV
19/06/19,2018.0,0.08,cash,DSV
27/06/18,2017.0,0.075,cash,DSV
06/07/17,2016.0,0.071,cash,DSV
30/12/19,2020.0,0.025,share,DTA
23/03/11,2010.0,0.1,cash,DTA
15/12/10,2010.0,0.05,cash,DTA
29/05/24,2023.0,0.107,cash,DTB
19/05/23,2022.0,0.133,cash,DTB
19/05/22,2021.0,0.129,cash,DTB
14/05/21,2020.0,0.129,cash,DTB
09/12/20,2019.0,0.077,cash,DTB
31/12/17,2017.0,0.024,cash,DTB
20/04/22,2021.0,0.03,cash,DTC
05/08/21,2020.0,0.05,cash,DTC
27/04/11,2011.0,1.0,share,DTC
02/12/09,2009.0,0.4,cash,DTC
06/08/09,2009.0,0.7,cash,DTC
27/04/09,2008.0,0.4,cash,DTC
10/10/08,2008.0,1.0,share,DTC
12/05/08,2007.0,0.05,cash,DTC
12/03/08,2007.0,0.2,cash,DTC
17/04/07,2006.0,0.2,cash,DTC
14/06/24,2024.0,0.15,share,DTD
30/10/23,2023.0,0.15,share,DTD
27/09/22,2022.0,0.18,share,DTD
13/07/21,2020.0,0.03,cash,DTD
17/08/20,2020.0,0.05,cash,DTD
11/12/17,2016.0,0.03,cash,DTD
19/06/24,2024.0,0.15,share,DTG
24/08/23,2022.0,0.05,cash,DTG
24/08/23,2023.0,0.15,share,DTG
10/06/21,2020.0,0.075,cash,DTG
25/06/20,2019.0,0.02,cash,DTG
06/02/20,2019.0,0.08,cash,DTG
19/08/19,2019.0,0.17,share,DTG
14/06/18,2017.0,0.03,cash,DTG
29/09/17,2017.0,0.14,cash,DTG
19/05/17,2016.0,0.04,cash,DTG
24/10/16,2016.0,0.13,cash,DTG
31/12/15,2015.0,0.15,cash,DTG
31/12/14,2014.0,0.17,cash,DTG
14/08/24,2023.0,0.03,cash,DTH
06/06/23,2022.0,0.04,cash,DTH
08/06/22,2021.0,0.04,cash,DTH
21/05/21,2020.0,0.04,cash,DTH
24/07/20,2019.0,0.04,cash,DTH
25/10/18,2017.0,0.12,cash,DTH
29/09/17,2016.0,0.02,cash,DTH
13/01/17,2016.0,0.06,cash,DTH
19/08/16,2015.0,0.02,cash,DTH
19/08/16,2016.0,0.06,cash,DTH
21/01/16,2015.0,0.06,cash,DTH
11/08/15,2014.0,0.02,cash,DTH
11/08/15,2015.0,0.06,cash,DTH
29/01/15,2014.0,0.06,cash,DTH
14/08/14,2014.0,0.06,cash,DTH
29/06/23,2023.0,0.115,share,DTI
28/06/19,2019.0,0.038,share,DTI
30/05/24,2023.0,0.04,cash,DTK
07/07/23,2022.0,0.055,cash,DTK
13/06/22,2021.0,0.06,cash,DTK
11/06/21,2020.0,0.065,cash,DTK
04/06/20,2019.0,0.075,cash,DTK
30/05/19,2018.0,0.055,cash,DTK
30/05/18,2017.0,0.03,cash,DTK
26/02/14,2014.0,0.1,share,DTL
28/02/12,2011.0,0.1,cash,DTL
25/05/11,2011.0,0.1,cash,DTL
17/02/11,2010.0,0.2,cash,DTL
28/09/10,2010.0,0.1,cash,DTL
22/06/10,2010.0,0.25,share,DTL
17/10/24,2023.0,0.05,cash,DTP
29/05/24,2023.0,0.1,cash,DTP
04/10/23,2022.0,0.03,cash,DTP
09/06/23,2022.0,0.05,cash,DTP
11/10/22,2021.0,0.03,cash,DTP
01/07/22,2021.0,0.05,cash,DTP
29/10/21,2020.0,0.03,cash,DTP
09/06/21,2020.0,0.05,cash,DTP
23/09/20,2019.0,0.03,cash,DTP
28/06/19,2018.0,0.05,cash,DTP
04/07/24,2023.0,0.08,cash,DTT
04/07/23,2022.0,0.08,cash,DTT
28/05/21,2020.0,0.07,cash,DTT
30/07/20,2019.0,0.07,cash,DTT
23/07/19,2018.0,0.06,cash,DTT
11/06/18,2017.0,0.05,cash,DTT
09/06/17,2016.0,0.07,cash,DTT
23/05/16,2015.0,0.04,cash,DTT
11/09/15,2015.0,0.03,cash,DTT
17/03/11,2010.0,0.022,cash,DTT
24/04/09,2008.0,0.05,cash,DTT
19/08/08,2008.0,0.05,cash,DTT
19/03/08,2007.0,0.07,cash,DTT
16/07/07,2007.0,0.1,share,DTT
06/05/24,2023.0,0.15,cash,DTV
20/02/24,2023.0,0.15,cash,DTV
08/05/23,2022.0,0.15,cash,DTV
17/02/23,2022.0,0.15,cash,DTV
14/04/22,2021.0,0.15,cash,DTV
21/02/22,2021.0,0.15,cash,DTV
15/04/21,2020.0,0.15,cash,DTV
17/02/21,2020.0,0.15,cash,DTV
20/04/20,2019.0,0.1,cash,DTV
28/02/20,2019.0,0.2,cash,DTV
27/05/19,2018.0,0.12,cash,DTV
27/02/19,2018.0,0.15,cash,DTV
13/06/18,2017.0,0.14,cash,DTV
23/03/18,2017.0,0.16,cash,DTV
28/04/17,2016.0,0.18,cash,DTV
06/09/23,2022.0,0.12,cash,DUS
09/12/21,2020.0,0.12,cash,DUS
17/08/20,2019.0,0.18,cash,DUS
05/06/19,2018.0,0.17,cash,DUS
29/12/17,2017.0,0.19,cash,DUS
30/12/16,2016.0,0.15,cash,DUS
31/12/15,2015.0,0.05,cash,DUS
13/12/24,2024.0,0.07,cash,DVC
14/12/23,2023.0,0.06,cash,DVC
14/12/22,2022.0,0.06,cash,DVC
17/12/21,2021.0,0.05,cash,DVC
24/12/20,2020.0,0.05,cash,DVC
11/12/19,2019.0,0.07,cash,DVC
24/12/18,2018.0,0.07,cash,DVC
08/12/17,2017.0,0.07,cash,DVC
08/12/16,2016.0,0.1,cash,DVC
25/04/16,2015.0,0.04,cash,DVC
27/11/15,2015.0,0.06,cash,DVC
27/11/14,2014.0,0.12,cash,DVC
29/11/13,2013.0,0.15,cash,DVC
19/07/24,2024.0,0.2,share,DVM
29/08/24,2023.0,0.07,cash,DVN
15/09/22,2021.0,0.07,cash,DVN
22/03/22,2020.0,0.057,cash,DVN
05/10/21,2020.0,0.04,cash,DVN
25/06/20,2019.0,0.04,cash,DVN
07/06/19,2018.0,0.03,cash,DVN
07/02/25,2024.0,0.3,cash,DVP
27/06/24,2023.0,0.45,cash,DVP
18/12/23,2023.0,0.25,cash,DVP
28/06/23,2022.0,0.5,cash,DVP
14/12/22,2022.0,0.1,cash,DVP
09/06/22,2021.0,0.35,cash,DVP
17/01/22,2021.0,0.15,cash,DVP
04/08/21,2020.0,0.25,cash,DVP
25/01/21,2020.0,0.15,cash,DVP
05/08/20,2019.0,0.25,cash,DVP
16/12/19,2019.0,0.15,cash,DVP
19/06/19,2018.0,0.15,cash,DVP
04/12/18,2018.0,0.25,cash,DVP
14/06/18,2017.0,0.2,cash,DVP
21/11/17,2017.0,0.2,cash,DVP
17/05/24,2023.0,0.2,cash,DVW
18/05/23,2022.0,0.3,cash,DVW
27/05/22,2021.0,0.15,cash,DVW
28/05/21,2020.0,0.12,cash,DVW
22/05/20,2019.0,0.2,cash,DVW
17/05/19,2018.0,0.25,cash,DVW
05/06/18,2017.0,0.3,cash,DVW
31/07/17,2016.0,0.3,cash,DVW
31/12/15,2015.0,0.3,cash,DVW
31/12/14,2014.0,0.2,cash,DVW
31/12/13,2013.0,0.15,cash,DVW
26/09/24,2023.0,0.06,cash,DWS
28/09/23,2022.0,0.059,cash,DWS
28/09/22,2021.0,0.057,cash,DWS
25/11/21,2020.0,0.055,cash,DWS
27/08/20,2019.0,0.051,cash,DWS
18/07/19,2018.0,0.04,cash,DWS
01/10/18,2017.0,0.016,cash,DWS
13/08/19,2019.0,0.22,share,DXG
22/05/18,2018.0,0.13,share,DXG
31/10/17,2017.0,0.05,share,DXG
15/05/17,2016.0,0.05,cash,DXG
15/05/17,2017.0,0.13,share,DXG
05/10/16,2016.0,0.15,share,DXG
25/06/15,2015.0,0.1,share,DXG
04/03/15,2015.0,0.07,share,DXG
24/04/13,2013.0,0.2,share,DXG
27/06/11,2010.0,0.3,cash,DXG
05/07/10,2009.0,0.35,cash,DXG
20/11/23,2022.0,0.013,cash,DXL
29/09/17,2015.0,0.016,cash,DXL
12/06/14,2013.0,0.07,cash,DXL
26/06/24,2023.0,0.05,cash,DXP
19/09/23,2022.0,0.05,cash,DXP
31/01/23,2023.0,0.08,share,DXP
07/07/17,2017.0,0.1,share,DXP
28/07/16,2016.0,0.5,share,DXP
27/05/15,2014.0,0.1,cash,DXP
16/04/15,2014.0,0.3,cash,DXP
08/05/14,2013.0,0.35,cash,DXP
17/05/13,2012.0,0.5,cash,DXP
06/12/12,2012.0,0.2,cash,DXP
02/02/12,2011.0,0.3,cash,DXP
12/05/11,2010.0,0.2,cash,DXP
23/11/10,2010.0,0.35,cash,DXP
15/04/10,2009.0,0.35,cash,DXP
04/11/09,2009.0,0.15,cash,DXP
17/10/22,2022.0,0.1,share,DXS
26/05/22,2022.0,0.066,share,DXS
31/12/19,2019.0,0.338,cash,DXS
31/12/18,2018.0,0.394,cash,DXS
08/01/19,2017.0,0.03,cash,DXV
12/12/12,2011.0,0.065,cash,DXV
26/07/11,2010.0,0.08,cash,DXV
14/10/10,2009.0,0.08,cash,DXV
26/05/09,2008.0,0.07,cash,DXV
02/06/08,2007.0,0.051,cash,DXV
