exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2,Tickers
OTC,Hàng & Dịch vụ Công nghiệp,CT,991,2.0,2025-07-01 00:00:00,2025-07-01 00:00:00,2010.0,717,,,,,Đường sắt Hà Lạng,http://www.halang.com.vn,192,2775,HLR
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,212,0.0,2025-02-11 00:00:00,2025-02-11 00:00:00,2004.0,190,,3.0,16.0,354,Sứ Hoàng Liên Sơn,https://www.hoceratec.com.vn,186,2733,HLS
UPCOM,Hàng cá nhân & Gia dụng,CT,650,0.0,2025-05-05 00:00:00,2025-05-05 00:00:00,2006.0,411,,3.0,16.0,356,Dệt may Hoàng Thị Loan,http://halotexco.com.vn,226,3763,HLT
UPCOM,Xây dựng và Vật liệu,CT,221,16.0,1.0,1.0,2003.0,7,,3.0,16.0,986,Gốm Xây Dựng Yên Hưng,,180,2353,HLY
HOSE,Tài nguyên Cơ bản,CT,1666,4.0,2025-03-27 00:00:00,2025-03-27 00:00:00,2005.0,159,2025-02-02 00:00:00,-31.0,34.0,-38,Kim khí TP.HCM,https://metalhcm.com.vn,159,1757,HMC
UPCOM,Tài nguyên Cơ bản,CT,0,0.0,9.0,9.0,2013.0,127,2.0,3.0,16.0,-155,Kim Khí Hà Nội,http://hns.com.vn,159,1757,HMG
HNX,Hàng & Dịch vụ Công nghiệp,CT,0,5.0,2025-08-12 00:00:00,2025-02-13 00:00:00,2002.0,140,,59.0,0.17,-13,Tập đoàn Hải Minh,http://www.haiminh.com.vn,194,2779,HMH
HNX,Xây dựng và Vật liệu,CT,361,0.0,2025-06-05 00:00:00,2025-06-05 00:00:00,2011.0,65,,-15.0,-51.0,175,Đá Hoàng Mai,https://rcchoangmai.vn,180,2353,HMR
UPCOM,Xây dựng và Vật liệu,CT,462,0.0,2025-09-10 00:00:00,2025-09-10 00:00:00,2006.0,372,2025-09-01 00:00:00,0.02,4.0,-68,XD Bảo tàng Hồ Chí Minh,https://hcmcc.com.vn,181,2357,HMS
HOSE,"Điện, nước & xăng dầu khí đốt",CT,2710,0.0,235.2,235.2,2007.0,116,3.0,-1.0,33.0,203,Thủy điện Hủa Na,http://huana.com.vn,274,7535,HNA
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,434,3.0,2025-05-09 00:00:00,2025-05-09 00:00:00,2015.0,363,,3.0,-16.0,-327,Bến xe Hà Nội,https://benxehanoi.vn,193,2777,HNB
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1494,0.0,500.0,500.0,2015.0,832,2025-06-02 00:00:00,1.0,12.0,-108,Nhiệt điện Hải Phòng,http://www.ndhp.com.vn,274,7535,HND
UPCOM,Thực phẩm và đồ uống,CT,0,1.0,30.0,30.0,2013.0,1683,2025-06-02 00:00:00,-1.0,19.0,422,Bánh kẹo Hữu Nghị,https://huunghi.com.vn,218,3577,HNF
UPCOM,Thực phẩm và đồ uống,CT,36997,16.0,1108.6,1108.6,2010.0,5752,2025-06-02 00:00:00,-76.0,417.0,528,Nông nghiệp Quốc tế HAGL,https://haagrico.com,217,3573,HNG
UPCOM,Hàng cá nhân & Gia dụng,CT,0,8.0,2025-08-23 00:00:00,2025-08-23 00:00:00,2002.0,2543,2025-07-02 00:00:00,-79.0,103.0,177,May Hữu Nghị,http://www.hugamex.vn,226,3763,HNI
UPCOM,Thực phẩm và đồ uống,CT,2133,2.0,44.4,44.4,2001.0,285,,-29.0,-6.0,-176,HANOIMILK,http://www.hanoimilk.com.vn,218,3577,HNM
UPCOM,Hóa chất,CT,298,27.0,5.0,5.0,1994.0,339,,3.0,0.01,-194,Hanel Xốp Nhựa,https://hanelplastics.com.vn,150,1353,HNP
UPCOM,Thực phẩm và đồ uống,CT,114,456.0,20.0,20.0,2006.0,164,,3.0,16.0,-76,Cồn Rượu và Nước Giải Khát Hà Nội,http://halico.com.vn,215,3535,HNR
HNX,Xây dựng và Vật liệu,CT,2370,8.0,72.0,74.8,2009.0,756,2025-04-02 00:00:00,3.0,44.0,-306,Xi măng VICEM Hoàng Mai,https://ximanghoangmai.vn,180,2353,HOM
UPCOM,Du lịch và Giải trí,CT,240,0.0,8.0,8.0,2006.0,233,2025-03-02 00:00:00,3.0,159.0,212,Du lịch - DV Hội An,http://www.hoiantourist.com,262,5759,HOT
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,206,1.0,2025-07-03 00:00:00,2025-09-03 00:00:00,2003.0,200,,3.0,16.0,109,Bao bì PP,https://www.haipacpp.com,184,2723,HPB
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,99.0,2025-03-08 00:00:00,2025-03-08 00:00:00,2007.0,20,,21.0,28.0,-69,Thủy điện Đăk Đoa,https://www.thuydiendakdoa.vn,274,7535,HPD
HOSE,Tài nguyên Cơ bản,CT,165914,216.0,6396-03-01 00:00:00,6396-03-01 00:00:00,2001.0,31643,2025-04-02 00:00:00,14.0,-17.0,-9,Hòa Phát,http://www.hoaphat.com.vn,159,1757,HPG
UPCOM,Hóa chất,CT,787,0.0,2025-04-08 00:00:00,2025-04-08 00:00:00,2008.0,58,,44.0,58.0,-49,Hóa Chất Hưng Phát Hà Bắc,http://www.hungphathabac.com.vn,151,1357,HPH
UPCOM,Bất động sản,CT,281,0.0,60.0,60.0,2007.0,188,2025-06-02 00:00:00,3.0,416.0,47,Khu công nghiệp Hiệp Phước,https://www.hiepphuoc.com/,336,8633,HPI
UPCOM,Tài nguyên Cơ bản,CT,115,13.0,2025-08-03 00:00:00,2025-08-03 00:00:00,2008.0,6,,3.0,16.0,-0.46,Khoáng sản Hoàng Phúc,http://hoangphucasia.com,166,1775,HPM
UPCOM,Xây dựng và Vật liệu,CT,658,234.0,8.0,8.0,2004.0,283,2025-08-02 00:00:00,-15.0,66.0,308,Sơn Hải Phòng,https://sonhaiphong.com.vn,180,2353,HPP
UPCOM,Công nghệ Thông tin,CT,562,35.0,2025-04-10 00:00:00,2025-05-10 00:00:00,1995.0,439,,-0.03,56.0,704,DV Công nghệ Tin học HPT,https://hpt.vn/,310,9537,HPT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1245,1.0,74.2,74.2,2007.0,1064,2025-05-02 00:00:00,3.0,16.0,1,Cấp nước Hải Phòng,https://capnuochaiphong.com.vn,277,7577,HPW
HOSE,Bất động sản,CT,10142,1.0,304.2,304.2,2003.0,98,2.0,-15.0,-63.0,-0.26,Đầu tư Hải Phát,https://haiphat.com.vn,336,8633,HPX
HOSE,Bất động sản,CT,38834,8.0,576.6,576.6,2007.0,108,2025-01-02 00:00:00,-23.0,-22.0,-348,Địa ốc Hoàng Quân,https://hoangquan.com.vn,336,8633,HQC
UPCOM,Bất động sản,CT,110,1.0,2025-03-06 00:00:00,2025-03-06 00:00:00,2006.0,21,,3.0,16.0,-76,Harec Đầu tư và Thương Mại,http://www.harec.com.vn,336,8633,HRB
HOSE,Hóa chất,CT,572,6.0,30.2,30.2,2004.0,534,2025-06-01 00:00:00,81.0,-13.0,-269,Cao su Hòa Bình,http://www.horuco.com.vn,150,1353,HRC
OTC,Du lịch và Giải trí,CT,3449,0.0,80.1,80.1,2003.0,3153,2025-09-01 00:00:00,,,,Vận tải đường sắt Hà Nội,http://www.vantaiduongsathanoi.vn,262,5759,HRT
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,120,0.0,2025-09-07 00:00:00,2025-09-07 00:00:00,2004.0,1,2025-01-03 00:00:00,3.0,16.0,-76,HESTIA,http://hestia.vn,195,2791,HSA
HOSE,Tài nguyên Cơ bản,CT,0,96.0,621.0,621.0,2001.0,7527,2025-02-02 00:00:00,-0.02,-44.0,-254,Tập đoàn Hoa Sen,https://hoasengroup.vn,159,1757,HSG
UPCOM,Hóa chất,CT,767,33.0,2025-09-09 00:00:00,10.0,2003.0,40,2025-02-02 00:00:00,3.0,-129.0,7,Phân bón Hóa sinh,https://hsi.com.vn,151,1357,HSI
HOSE,Thực phẩm và đồ uống,CT,2922,19.0,38.6,38.6,2015.0,34,,8.0,14.0,-541,Thực phẩm Hồng Hà,http://www.honghagroup.com.vn,218,3577,HSL
UPCOM,Hàng cá nhân & Gia dụng,CT,276,0.0,2025-05-20 00:00:00,2025-05-20 00:00:00,2008.0,2984,2025-03-02 00:00:00,-16.0,-39.0,-334,HANOSIMEX,http://www.hanosimex.com.vn,226,3763,HSM
UPCOM,Xây dựng và Vật liệu,CT,390,29.0,12.0,12.0,2013.0,254,,52.0,67.0,24,Sơn Tổng hợp Hà Nội,https://sondaibang.com.vn,180,2353,HSP
UPCOM,Tài nguyên Cơ bản,CT,109,1.0,2025-07-15 00:00:00,2025-07-15 00:00:00,2013.0,15,,-0.02,6.0,-0.64,Gang Thép Hà Nội,https://hsvvietnam.com,159,1757,HSV
HOSE,Xây dựng và Vật liệu,CT,9672,13.0,381.6,381.6,2007.0,2434,2025-06-02 00:00:00,75.0,88.0,-52,VICEM Hà Tiên,https://www.vicemhatien.com.vn,180,2353,HT1
HNX,"Điện, nước & xăng dầu khí đốt",CT,190,1.0,2025-05-16 00:00:00,2025-05-16 00:00:00,2001.0,545,2025-05-02 00:00:00,3.0,113.0,284,Thương mại Hóc Môn,https://www.hotraco.com.vn,275,7573,HTC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,6769,0.0,2025-06-22 00:00:00,2025-06-23 00:00:00,2007.0,61,,-22.0,-0.01,-151,Kinh doanh điện lực TP HCM,https://tradincorp.vn,274,7535,HTE
HOSE,Hàng cá nhân & Gia dụng,CT,2817,0.0,36.0,36.0,2007.0,10133,2025-09-02 00:00:00,4.0,81.0,0.62,Dệt may Hòa Thọ,https://hoatho.com.vn,226,3763,HTG
HOSE,Xây dựng và Vật liệu,CT,664,0.15,2025-09-24 00:00:00,2025-09-24 00:00:00,2000.0,168,2025-06-02 00:00:00,-6.0,44.0,28,PT Hạ tầng IDICO,https://www.idico-idi.com.vn,181,2357,HTI
HOSE,Ô tô và phụ tùng,CT,391,302.0,12.0,12.0,1998.0,289,,54.0,101.0,2449,Ô tô Trường Long,http://www.truonglong.com,211,3353,HTL
UPCOM,Bán lẻ,CT,388,0.0,220.0,220.0,2004.0,402,2025-01-02 00:00:00,-31.0,48.0,-314,Thương mại Hà Nội - Hapro,http://www.haprogroup.vn,250,5373,HTM
HOSE,Bất động sản,CT,4717,0.01,89.1,89.1,2010.0,278,2025-01-02 00:00:00,9.0,56.0,-388,Hưng Thịnh Incons,http://www.hungthinhincons.com.vn,336,8633,HTN
UPCOM,Truyền thông,CT,256,0.0,91.8,91.8,2004.0,160,2025-09-01 00:00:00,69.0,117.0,-0.83,In SGK Hòa Phát,http://inhoaphat.vn,256,5557,HTP
OTC,Hàng & Dịch vụ Công nghiệp,CT,306,0.0,2025-05-01 00:00:00,2025-05-01 00:00:00,2011.0,530,,,,,Đường sắt Hà Thái,http://dsht.vn,192,2775,HTR
UPCOM,Bán lẻ,CT,997,7.0,20.0,20.0,2003.0,40,,0.08,-63.0,196,Thương mại Hà Tây,http://thuongmaihatay.vn,250,5373,HTT
HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,59.0,2025-01-13 00:00:00,2025-01-13 00:00:00,2000.0,204,2025-07-02 00:00:00,-12.0,11.0,-91,Logistics Vicem,http://www.vantaihatien.com.vn,191,2773,HTV
HOSE,Xây dựng và Vật liệu,CT,520,0.0,10.0,10.0,1989.0,123,,-2.0,-65.0,-193,Xây dựng HUD1,http://hud1.com.vn,181,2357,HU1
UPCOM,Xây dựng và Vật liệu,CT,531,3.0,10.0,10.0,2004.0,41,,3.0,-12.0,-238,Xây dựng HUD3,https://hud3.com.vn,181,2357,HU3
UPCOM,Xây dựng và Vật liệu,CT,1241,1.0,15.0,15.0,2012.0,83,2025-07-01 00:00:00,-17.0,103.0,32,Đầu tư và Xây dựng HUD4,http://hud4.com.vn,181,2357,HU4
UPCOM,Bất động sản,CT,361,0.0,2025-05-07 00:00:00,2025-05-07 00:00:00,2014.0,24,,16.0,-215.0,-169,PT Nhà và Đô thị HUD6,http://www.hud6.vn,336,8633,HU6
HOSE,Xây dựng và Vật liệu,CT,1205,11.0,2025-03-26 00:00:00,2025-03-26 00:00:00,2011.0,478,2025-09-02 00:00:00,-11.0,-25.0,56,Xây lắp Huế,https://www.xaylaphue.com.vn,181,2357,HUB
UPCOM,Hàng cá nhân & Gia dụng,CT,868,0.0,2025-05-19 00:00:00,2025-05-19 00:00:00,2005.0,2106,2025-09-02 00:00:00,46.0,132.0,-41,May Hưng Yên,http://hugaco.vn,226,3763,HUG
HNX,Ô tô và phụ tùng,CT,21787,14.0,892.5,892.5,2007.0,6586,2025-09-01 00:00:00,15.0,29.0,-247,Tasco,https://tasco.com.vn,211,3353,HUT
UPCOM,Thực phẩm và đồ uống,CT,250,243.0,2025-07-13 00:00:00,2025-07-13 00:00:00,2010.0,7,,-37.0,-0.04,283,Đầu tư HVA,https://hva.group,217,3573,HVA
UPCOM,Thực phẩm và đồ uống,CT,0,6.0,227.0,227.0,2007.0,241,2025-04-02 00:00:00,3.0,16.0,-76,Thủy sản Hùng Vương,https://www.hungvuongpanga.com,217,3573,HVG
HOSE,Xây dựng và Vật liệu,CT,2746,31.0,40.6,40.6,2010.0,197,,17.0,141.0,772,Đầu tư và Công nghệ HVC,https://hvcgroup.net,181,2357,HVH
HOSE,Du lịch và Giải trí,CT,40166,78.0,2214-04-01 00:00:00,2214-04-01 00:00:00,2010.0,5229,2025-05-02 00:00:00,-35.0,14.0,1057,Vietnam Airlines,https://www.vietnamairlines.com/vn/vi/home,257,5751,HVN
HNX,Hóa chất,CT,0,14.0,2025-05-27 00:00:00,11.0,2006.0,352,2025-01-03 00:00:00,21.0,229.0,1088,Hóa chất Việt trì,http://vitrichem.vn,151,1357,HVT
HOSE,Xây dựng và Vật liệu,CT,1792,0.01,41.5,38.5,1990.0,344,2025-03-02 00:00:00,-17.0,-3.0,-245,Xi măng Vicem Hải Vân,https://haivancement.vn,180,2353,HVX
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,577,0.01,87.4,87.6,2005.0,512,2025-08-02 00:00:00,22.0,47.0,162,Cấp nước Huế,https://huewaco.com.vn,277,7577,HWS
UPCOM,Dịch vụ tài chính,CT,590,13.0,83.2,83.2,2012.0,197,2.0,3.0,16.0,-76,Đầu tư APAX Holdings,http://www.apaxholdings.com.vn,299,8775,IBC
UPCOM,Truyền thông,CT,102,0.0,9.0,9.0,2017.0,125,,3.0,-367.0,-296,In Tổng hợp Bình Dương,http://www.intonghopbd.com.vn,256,5557,IBD
UPCOM,Xây dựng và Vật liệu,CT,234,67.0,2025-08-03 00:00:00,2025-08-03 00:00:00,2007.0,74,,3.0,-23.0,189,Xây dựng công nghiệp,http://www.xdcn.com.vn,181,2357,ICC
UPCOM,Thực phẩm và đồ uống,CT,1408,27.0,2025-08-12 00:00:00,2025-08-12 00:00:00,1999.0,102,2025-02-02 00:00:00,-7.0,-167.0,349,ĐT TM Thủy sản,http://www.incomfish.com,217,3573,ICF
HNX,Xây dựng và Vật liệu,CT,1729,63.0,2025-06-17 00:00:00,20.0,2006.0,31,,3.0,29.0,53,Xây dựng Sông Hồng,http://www.incomex.com.vn,181,2357,ICG
UPCOM,Xây dựng và Vật liệu,CT,511,0.0,4.0,4.0,2014.0,16,,279.0,154.0,12,Đầu tư và XD Công nghiệp,http://ici.com.vn,181,2357,ICI
UPCOM,Xây dựng và Vật liệu,CT,388,0.0,2025-04-20 00:00:00,2025-04-20 00:00:00,2013.0,98,2025-08-02 00:00:00,-21.0,29.0,531,XD Dầu Khí IDICO,http://idicoconac.vn,181,2357,ICN
HOSE,Công nghệ Thông tin,CT,1504,5.0,32.2,32.2,2001.0,334,2025-07-02 00:00:00,21.0,142.0,194,Viễn thông - Tin học Bưu điện,https://www.ctin.vn,310,9537,ICT
HNX,Bất động sản,CT,12811,225.0,330.0,330.0,2010.0,1112,2025-08-02 00:00:00,-5.0,-18.0,47,IDICO,http://www.idico.com.vn,336,8633,IDC
HOSE,Thực phẩm và đồ uống,CT,578,8.0,273.2,273.2,2003.0,3250,2025-08-01 00:00:00,8.0,-57.0,-274,Đầu tư và PT Đa Quốc Gia,https://idiseafood.com,217,3573,IDI
HNX,Bất động sản,CT,18327,6.0,173.5,173.5,2007.0,110,2025-04-02 00:00:00,-15.0,-66.0,-111,Đầu tư IDJ Việt Nam,https://www.idjf.vn,336,8633,IDJ
UPCOM,Thực phẩm và đồ uống,CT,0,133.0,61.8,61.8,2005.0,2208,2025-05-02 00:00:00,4.0,6.0,-121,Sữa Quốc tế LOF,https://lof.vn,218,3577,IDP
HNX,Bất động sản,CT,998,197.0,35.9,35.9,2003.0,96,2025-07-02 00:00:00,-3.0,-32.0,148,PT Hạ tầng Vĩnh Phúc,http://www.vpid.vn,336,8633,IDV
UPCOM,Thực phẩm và đồ uống,CT,697,978.0,87.1,87.1,1991.0,873,2025-05-02 00:00:00,-18.0,-2.0,-164,Thực phẩm Quốc tế,https://www.wonderfarmonline.com,216,3537,IFS
UPCOM,Truyền thông,CT,0,1.0,2025-01-02 00:00:00,2025-01-02 00:00:00,2005.0,126,,3.0,16.0,-135,In Hàng Không,http://www.aviprint.com.vn,256,5557,IHK
HOSE,Bất động sản,CT,16003,46.0,377.7,377.7,2007.0,743,2025-05-02 00:00:00,-5.0,5.0,0.07,Becamex IJC,https://becamex.com.vn,336,8633,IJC
UPCOM,Thực phẩm và đồ uống,CT,991,0.0,2025-06-19 00:00:00,2025-05-18 00:00:00,2014.0,15,,58.0,3.0,122,Công ty ILA,http://ilagroup.com.vn,217,3573,ILA
HOSE,Hàng & Dịch vụ Công nghiệp,CT,1108,111.0,2025-05-24 00:00:00,2025-05-24 00:00:00,2008.0,342,2025-07-02 00:00:00,9.0,25.0,121,ICD Tân Cảng Long Bình,http://www.icdlongbinh.com,193,2777,ILB
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,418,4.0,2025-01-06 00:00:00,2025-01-06 00:00:00,2004.0,305,,-82.0,-69.0,-249,Hợp tác lao động với nước ngoài,https://inlacohp.com.vn,196,2793,ILC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,172,0.0,36.0,36.0,2006.0,78,2025-01-02 00:00:00,-74.0,-145.0,-114,TM và Dịch vụ Quốc tế,https://ils.com.vn,184,2723,ILS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,126,0.0,2025-06-03 00:00:00,2025-06-03 00:00:00,1978.0,198,,3.0,16.0,-476,Xây lắp Công nghiệp,http://imecovn.com.vn,189,2757,IME
HOSE,Y tế,CT,2060,493.0,154.0,154.0,2023.0,1439,2025-04-02 00:00:00,2.0,-0.09,471,IMEXPHARM,https://www.imexpharm.com,238,4577,IMP
UPCOM,Truyền thông,CT,237,0.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2005.0,145,,3.0,16.0,-62,In số 4,http://inso4.com,256,5557,IN4
HNX,Xây dựng và Vật liệu,CT,0,94.0,2.0,2025-08-01 00:00:00,2007.0,48,,3.0,16.0,424,Tư vấn Đầu tư IDICO,https://idico-incon.com.vn,181,2357,INC
HNX,Hàng & Dịch vụ Công nghiệp,CT,541,37.0,18.0,18.0,2004.0,763,2025-06-02 00:00:00,-0.04,-8.0,117,Bao bì và In Nông Nghiệp,https://appprintco.com,184,2723,INN
HNX,Hàng & Dịch vụ Công nghiệp,CT,4626,5.0,213.8,213.8,2007.0,505,2025-01-02 00:00:00,0.03,-26.0,-0.31,Tập đoàn Đầu tư I.P.A,http://ipa.com.vn,195,2791,IPA
UPCOM,Hóa chất,CT,235,0.0,2025-05-17 00:00:00,2025-05-17 00:00:00,2005.0,169,,3.0,16.0,76,Cao su Công nghiệp,http://www.donarubber.com.vn,150,1353,IRC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1070,0.0,2025-08-08 00:00:00,2025-08-08 00:00:00,2007.0,1175,,3.0,-46.0,1066,Vận tải biển và Hợp tác LĐ Quốc Tế,http://www.inlacosaigon.com,191,2773,ISG
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,369,2.0,45.0,45.0,2008.0,64,2025-05-02 00:00:00,13.0,-0.01,186,Thủy điện Srok Phu Miêng,http://www.idico-shp.vn,274,7535,ISH
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,172,2.0,15.0,15.0,2007.0,161,2025-08-02 00:00:00,-49.0,-11.0,494,ICD Tân Cảng Sóng Thần,https://www.icdsongthan.com.vn,193,2777,IST
HOSE,Bất động sản,CT,39225,4.0,938.3,938.5,2002.0,340,2025-04-02 00:00:00,3.0,16.0,-699,Đầu tư CN Tân Tạo,http://www.itaexpress.com.vn,336,8633,ITA
HOSE,Bất động sản,CT,7019,3.0,95.9,96.4,2000.0,781,2025-02-02 00:00:00,-12.0,-26.0,-109,Đầu tư kinh doanh Nhà,http://www.intresco.com.vn,336,8633,ITC
HOSE,Công nghệ Thông tin,CT,3477,13.0,2025-05-24 00:00:00,2025-05-24 00:00:00,1994.0,415,2025-08-02 00:00:00,17.0,73.0,343,Công nghệ Tiên Phong,https://www.itd.com.vn/,310,9537,ITD
HNX,Tài nguyên Cơ bản,CT,2820,1.0,2025-08-31 00:00:00,2025-08-31 00:00:00,2001.0,117,2025-09-01 00:00:00,-64.0,16.0,0.0,Tập đoàn Thiên Quang,http://www.inoxthienquang.com.vn,159,1757,ITQ
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,816,6.0,2025-05-26 00:00:00,2025-05-26 00:00:00,2005.0,60,,-17.0,41.0,5,Thương mại và DV - Vinacomin,http://itasco.vn,189,2757,ITS
HNX,Dịch vụ tài chính,CK,0,815.0,138.7,69.4,2007.0,68,2025-06-02 00:00:00,-16.0,136.0,-46,Chứng khoán Guotai Junan (Việt Nam),https://gtjai.com.vn,300,8777,IVS
UPCOM,Thực phẩm và đồ uống,CT,349,3.0,15.0,2025-03-15 00:00:00,1998.0,145,,94.0,349.0,-76,Thủy sản Minh Hải,http://www.jostoco.com,217,3573,JOS
HOSE,Y tế,CT,9652,14.0,112.5,112.5,2001.0,156,2025-07-02 00:00:00,8.0,0.16,126,Đầu tư và Phát triển Y tế Việt Nhật,https://ytevietnhat.com.vn,235,4535,JVC
UPCOM,Bất động sản,CT,107,0.0,24.0,24.0,2002.0,200,2025-05-02 00:00:00,3.0,16.0,-76,Địa ốc Khang An,http://www.khangan.com,336,8633,KAC
HOSE,Bất động sản,CT,35211,192.0,767.6,767.6,2002.0,217,3.0,59.0,0.09,-95,TCT Đô thị Kinh Bắc,http://www.kinhbaccity.vn,336,8633,KBC
UPCOM,Tài nguyên Cơ bản,CT,1010,19.0,8.0,8.0,2006.0,179,,-24.0,95.0,402,Khoáng Sản Luyện Kim Cao Bằng,http://cmamc.com.vn,166,1775,KCB
UPCOM,Xây dựng và Vật liệu,CT,163,0.0,2025-05-01 00:00:00,2025-05-01 00:00:00,2008.0,65,,57.0,16.0,583,Bê tông Ly tâm ĐL Khánh Hòa,http://kpceco.com.vn,180,2353,KCE
HOSE,Thực phẩm và đồ uống,CT,0,183.0,289.8,289.8,2002.0,3609,2025-03-02 00:00:00,8.0,35.0,-112,Tập đoàn KIDO,https://www.kdc.vn,218,3577,KDC
HOSE,Bất động sản,CT,9127,372.0,1011.1,1011.1,2007.0,258,2025-03-02 00:00:00,15.0,13.0,189,Nhà Khang Điền,https://www.khangdien.com.vn,336,8633,KDH
HNX,Xây dựng và Vật liệu,CT,458,0.0,2025-06-07 00:00:00,2025-06-07 00:00:00,2010.0,7,,59.0,93.0,-225,Tập đoàn GCL,https://gclgroup.vn,181,2357,KDM
UPCOM,Bán lẻ,CT,0,0.0,2025-04-25 00:00:00,2025-04-25 00:00:00,2005.0,270,,3.0,-45.0,-77,XNK Kiên Giang,http://www.kigimex.com.vn,250,5373,KGM
UPCOM,Tài nguyên Cơ bản,CT,240,0.0,2025-03-03 00:00:00,2025-03-03 00:00:00,2003.0,40,,124.0,306.0,971,Khoáng sản Hải Dương,https://khoangsanhaiduong.com,166,1775,KHD
HOSE,Bất động sản,CT,568,3.0,449.4,449.4,2009.0,3463,2025-04-02 00:00:00,3.0,-53.0,-206,Tập đoàn Khải Hoàn Land,https://khaihoanland.vn,336,8633,KHG
UPCOM,Xây dựng và Vật liệu,CT,439,6.0,12.0,12.0,2001.0,19,,3.0,16.0,-76,VLXD Hưng Long,http://www.khoangsanhunglong.com,180,2353,KHL
HOSE,"Điện, nước & xăng dầu khí đốt",CT,5535,13.0,60.4,60.4,2005.0,933,2025-02-03 00:00:00,94.0,54.0,521,Điện lực Khánh Hòa,https://pckhanhhoa.cpc.vn,274,7535,KHP
HNX,Thực phẩm và đồ uống,CT,170,2.0,2025-01-12 00:00:00,2025-01-12 00:00:00,2009.0,407,,-0.02,-28.0,363,Thủy sản Kiên Hùng,http://www.kihuseavn.com,217,3573,KHS
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,307,0.0,2025-06-28 00:00:00,2025-06-28 00:00:00,2010.0,331,3.0,-13.0,158.0,446,Cấp thoát nước Khánh Hòa,https://ctnkh.com.vn,277,7577,KHW
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,148,0.0,2025-08-09 00:00:00,2025-08-09 00:00:00,2004.0,318,,3.0,-257.0,-104,K.I.P Việt Nam,https://kipvietnam.vn,187,2737,KIP
HNX,Tài nguyên Cơ bản,CT,332,5.0,2025-02-05 00:00:00,2025-02-05 00:00:00,2001.0,18,,3.0,-15.0,-151,Tập đoàn Thành Thái,https://thanhthaigroup.com.vn,159,1757,KKC
UPCOM,Ngân hàng,NH,1797,6.0,361.5,365.3,1995.0,3764,2025-05-02 00:00:00,-5.0,-0.02,-184,KienlongBank,https://kienlongbank.com,289,8355,KLB
UPCOM,Du lịch và Giải trí,CT,18375,5.0,165.4,165.4,2009.0,59,2025-06-02 00:00:00,3.0,16.0,-76,KLF Global,https://cfscorp.vn,260,5755,KLF
OTC,Tài nguyên Cơ bản,CT,92,0.0,2025-09-03 00:00:00,2025-09-03 00:00:00,2008.0,56,,,,,Kim loại màu Nghệ Tĩnh,http://congtykimloaimaunghetinh.com,158,1755,KLM
HOSE,Hàng cá nhân & Gia dụng,CT,0,623.0,56.9,56.9,2007.0,236,2025-03-02 00:00:00,3.0,16.0,-151,MIRAE,http://miraejsc.com,226,3763,KMR
HNX,Tài nguyên Cơ bản,CT,237,0.0,2025-08-09 00:00:00,2025-08-09 00:00:00,2005.0,82,,3.0,16.0,-37,Kim khí Miền Trung,https://cevimetal.com.vn,159,1757,KMT
HOSE,Bất động sản,CT,489,1.0,216.5,216.5,2008.0,85,2025-09-01 00:00:00,11.0,24.0,-79,Công ty KOSY,https://kosy.vn,336,8633,KOS
HOSE,Xây dựng và Vật liệu,CT,1962,1.0,60.9,60.9,2009.0,4,2025-04-02 00:00:00,-22.0,-27.0,-751,Đầu tư Tài sản KOJI,https://kpf.com.vn,180,2353,KPF
HOSE,Tài nguyên Cơ bản,CT,11612,37.0,114.4,114.8,1993.0,226,2025-02-02 00:00:00,68.0,43.0,-293,Khoáng sản Bình Dương,http://bimico.com.vn,166,1775,KSB
HNX,Hàng cá nhân & Gia dụng,CT,351,253.0,12.0,12.0,2009.0,40,,3.0,37.0,295,Đầu tư DNA,http://ksdgroup.com.vn,219,3722,KSD
HNX,Bất động sản,CT,400,0.0,300.0,300.0,2015.0,274,2025-03-02 00:00:00,8.0,16.0,-84,Tập đoàn Sunshine,https://sunshinegroup.vn,336,8633,KSF
UPCOM,Tài nguyên Cơ bản,CT,4331,2.0,57.5,57.5,2000.0,3,,3.0,16.0,-276,Damac GLS,http://www.damac.com.vn,166,1775,KSH
