time,open,high,low,close,volume,Index
2024-06-25,1256.11,1260.07,1250.25,1256.56,835303407,VNINDEX
2024-06-26,1258.42,1262.67,1247.55,1261.24,878371266,VNINDEX
2024-06-27,1261.24,1262.49,1255.12,1259.09,596988499,VNINDEX
2024-06-28,1260.77,1262.61,1240.15,1245.32,840428178,VNINDEX
2024-07-01,1245.22,1254.56,1240.07,1254.56,487191100,VNINDEX
2024-07-02,1258.96,1270.47,1257.93,1269.79,528470005,VNINDEX
2024-07-03,1269.96,1278.14,1268.23,1276.85,589504712,VNINDEX
2024-07-04,1279.12,1283.13,1274.58,1279.89,523462424,VNINDEX
2024-07-05,1279.89,1284.98,1276.93,1283.04,616503474,VNINDEX
2024-07-08,1285.79,1287.14,1277.68,1283.56,766898184,VNINDEX
2024-07-09,1286.7,1294.15,1283.62,1293.71,821808017,VNINDEX
2024-07-10,1295.78,1297.96,1285.94,1285.94,751002251,VNINDEX
2024-07-11,1291.17,1293.32,1283.8,1283.8,697233094,VNINDEX
2024-07-12,1284.57,1288.67,1277.16,1280.75,606308137,VNINDEX
2024-07-15,1281.0,1286.37,1276.27,1279.82,573511101,VNINDEX
2024-07-16,1280.64,1291.47,1279.37,1281.18,684257163,VNINDEX
2024-07-17,1287.48,1290.76,1256.42,1268.66,1225383052,VNINDEX
2024-07-18,1271.15,1274.67,1256.21,1274.44,739044489,VNINDEX
2024-07-19,1274.44,1279.94,1260.68,1264.78,791804100,VNINDEX
2024-07-22,1264.78,1267.43,1245.02,1254.64,923629363,VNINDEX
2024-07-23,1256.36,1258.74,1231.81,1231.81,728380946,VNINDEX
2024-07-24,1226.06,1242.4,1218.65,1238.47,740263375,VNINDEX
2024-07-25,1232.92,1235.67,1226.2,1233.19,484409425,VNINDEX
2024-07-26,1235.08,1242.11,1234.05,1242.11,458792190,VNINDEX
2024-07-29,1245.91,1249.68,1243.08,1246.6,496865207,VNINDEX
2024-07-30,1246.6,1248.73,1236.97,1245.06,653073299,VNINDEX
2024-07-31,1246.7,1255.77,1246.3,1251.51,748846724,VNINDEX
2024-08-01,1251.51,1257.85,1222.51,1226.96,897261200,VNINDEX
2024-08-02,1222.35,1236.6,1209.77,1236.6,696662777,VNINDEX
2024-08-05,1236.6,1236.6,1184.53,1188.07,1038092780,VNINDEX
2024-08-06,1198.53,1213.35,1186.74,1210.28,688836957,VNINDEX
2024-08-07,1210.28,1217.79,1205.11,1215.88,623845094,VNINDEX
2024-08-08,1211.83,1219.97,1202.58,1208.32,758833010,VNINDEX
2024-08-09,1208.32,1225.02,1208.32,1223.64,586759414,VNINDEX
2024-08-12,1223.64,1231.46,1221.16,1230.28,551151486,VNINDEX
2024-08-13,1229.81,1231.55,1223.01,1230.42,539116428,VNINDEX
2024-08-14,1230.42,1236.51,1228.93,1230.36,507177627,VNINDEX
2024-08-15,1230.2,1231.69,1222.28,1223.56,497056231,VNINDEX
2024-08-16,1225.73,1253.24,1225.73,1252.23,965064150,VNINDEX
2024-08-19,1252.23,1263.84,1252.23,1261.62,698632210,VNINDEX
2024-08-20,1261.62,1275.95,1261.62,1272.55,810158292,VNINDEX
2024-08-21,1272.05,1284.05,1268.91,1284.05,836416946,VNINDEX
2024-08-22,1284.05,1288.42,1280.42,1282.78,687364524,VNINDEX
2024-08-23,1282.78,1287.43,1276.43,1285.32,724871854,VNINDEX
2024-08-26,1287.89,1290.45,1278.72,1280.02,775470385,VNINDEX
2024-08-27,1280.02,1282.92,1274.7,1280.56,660799355,VNINDEX
2024-08-28,1283.6,1285.72,1276.9,1281.44,717617522,VNINDEX
2024-08-29,1281.05,1288.2,1280.24,1281.47,634088620,VNINDEX
2024-08-30,1283.16,1286.84,1282.58,1283.87,571596260,VNINDEX
2024-09-04,1273.86,1277.27,1268.43,1275.8,648409343,VNINDEX
2024-09-05,1276.46,1282.21,1266.05,1268.21,665625986,VNINDEX
2024-09-06,1268.22,1274.44,1262.94,1273.96,637094418,VNINDEX
2024-09-09,1273.96,1273.96,1262.97,1267.73,497552945,VNINDEX
2024-09-10,1270.31,1271.83,1252.22,1255.23,690102153,VNINDEX
2024-09-11,1253.07,1256.86,1244.79,1253.27,583746472,VNINDEX
2024-09-12,1253.27,1260.93,1253.27,1256.35,433675900,VNINDEX
2024-09-13,1253.69,1254.24,1248.78,1251.71,482055936,VNINDEX
2024-09-16,1251.0,1255.42,1239.26,1239.26,608012444,VNINDEX
2024-09-17,1239.99,1258.95,1238.69,1258.95,632194532,VNINDEX
2024-09-18,1258.95,1271.77,1257.93,1264.9,799783535,VNINDEX
2024-09-19,1268.28,1271.27,1264.82,1271.27,607580549,VNINDEX
2024-09-20,1271.27,1283.3,1271.27,1272.04,898259995,VNINDEX
2024-09-23,1275.15,1276.99,1267.87,1268.48,564217395,VNINDEX
2024-09-24,1268.48,1276.99,1266.68,1276.99,817535117,VNINDEX
2024-09-25,1283.04,1288.44,1280.47,1287.48,992827530,VNINDEX
2024-09-26,1290.03,1298.71,1289.15,1291.49,956803250,VNINDEX
2024-09-27,1295.03,1300.31,1287.21,1290.92,950804402,VNINDEX
2024-09-30,1290.94,1292.03,1283.92,1287.94,748397879,VNINDEX
2024-10-01,1287.94,1302.22,1287.94,1292.2,982286319,VNINDEX
2024-10-02,1289.5,1293.69,1285.14,1287.84,771123993,VNINDEX
2024-10-03,1288.64,1299.36,1276.51,1278.1,1043697915,VNINDEX
2024-10-04,1278.9,1279.33,1270.6,1270.6,610071050,VNINDEX
2024-10-07,1275.82,1278.61,1264.65,1269.93,542585281,VNINDEX
2024-10-08,1271.82,1275.82,1266.94,1271.98,678704686,VNINDEX
2024-10-09,1273.96,1283.01,1273.04,1281.85,676888068,VNINDEX
2024-10-10,1286.73,1294.33,1284.97,1286.36,720089936,VNINDEX
2024-10-11,1288.11,1289.37,1283.56,1288.39,531739469,VNINDEX
2024-10-14,1289.21,1297.67,1286.13,1286.34,795706807,VNINDEX
2024-10-15,1287.81,1294.05,1279.81,1281.08,712090690,VNINDEX
2024-10-16,1279.86,1283.33,1276.4,1279.48,536674680,VNINDEX
2024-10-17,1279.48,1286.52,1271.82,1286.52,685239360,VNINDEX
2024-10-18,1291.16,1294.1,1285.46,1285.46,689070733,VNINDEX
2024-10-21,1284.17,1287.71,1279.77,1279.77,622809008,VNINDEX
2024-10-22,1280.21,1280.21,1265.44,1269.89,793916700,VNINDEX
2024-10-23,1270.58,1273.21,1263.26,1270.9,589858241,VNINDEX
2024-10-24,1271.17,1274.11,1257.41,1257.41,673137040,VNINDEX
2024-10-25,1257.41,1261.72,1251.75,1252.72,569100886,VNINDEX
2024-10-28,1252.72,1255.18,1250.94,1254.77,482689840,VNINDEX
2024-10-29,1258.03,1262.38,1257.43,1261.78,875048711,VNINDEX
2024-10-30,1261.78,1264.84,1255.07,1258.63,536846200,VNINDEX
2024-10-31,1258.63,1267.88,1255.55,1264.48,614271168,VNINDEX
2024-11-01,1264.48,1264.67,1254.33,1254.89,580509631,VNINDEX
2023-01-03,205.07,212.56,204.71,212.56,66640100,HNXINDEX
2023-01-04,212.72,215.27,211.24,213.06,66302900,HNXINDEX
2023-01-05,212.91,214.7,211.35,213.11,52758800,HNXINDEX
2023-01-06,212.92,214.58,210.1,210.65,58610900,HNXINDEX
2023-01-09,210.71,212.96,208.81,209.67,41623000,HNXINDEX
2023-01-10,209.4,211.17,207.21,210.63,46341900,HNXINDEX
2023-01-11,210.78,213.07,209.5,211.67,58730400,HNXINDEX
2023-01-12,211.67,213.09,210.77,211.94,49518400,HNXINDEX
2023-01-13,211.94,213.68,210.72,211.26,58739800,HNXINDEX
2023-01-16,211.26,211.97,210.02,210.88,36787700,HNXINDEX
2023-01-17,210.87,215.15,210.17,215.15,64674900,HNXINDEX
2023-01-18,215.15,218.16,215.15,217.73,75298700,HNXINDEX
2023-01-19,217.73,219.87,217.49,219.87,69382300,HNXINDEX
2023-01-27,219.87,223.16,219.73,220.76,68581700,HNXINDEX
2023-01-30,220.77,223.09,219.57,220.78,103793800,HNXINDEX
2023-01-31,220.79,222.43,218.21,222.43,86592700,HNXINDEX
2023-02-01,222.44,224.49,216.0,216.01,129118400,HNXINDEX
2023-02-02,216.01,217.4,214.16,215.31,81696200,HNXINDEX
2023-02-03,215.31,217.0,213.67,215.28,55770600,HNXINDEX
2023-02-06,215.28,215.74,213.63,214.47,50018900,HNXINDEX
2023-02-07,214.4,215.31,209.98,210.0,69212100,HNXINDEX
2023-02-08,209.82,212.15,208.74,210.62,61459700,HNXINDEX
2023-02-09,210.62,211.55,209.95,210.91,45875400,HNXINDEX
2023-02-10,210.77,211.29,207.75,208.5,48735800,HNXINDEX
2023-02-13,208.49,208.83,202.02,204.49,81565700,HNXINDEX
2023-02-14,204.49,205.43,201.89,204.86,36357800,HNXINDEX
2023-02-15,204.98,209.25,204.82,207.97,58432100,HNXINDEX
2023-02-16,208.09,210.85,208.09,210.84,65318100,HNXINDEX
2023-02-17,210.84,212.46,209.5,209.95,60131200,HNXINDEX
2023-02-20,209.95,215.97,209.95,215.83,90868300,HNXINDEX
2023-02-21,215.83,217.5,214.01,214.08,79245800,HNXINDEX
2023-02-22,214.08,214.48,209.96,209.96,108963800,HNXINDEX
2023-02-23,209.98,210.45,206.68,209.31,78644700,HNXINDEX
2023-02-24,209.31,211.0,207.26,207.32,55997900,HNXINDEX
2023-02-27,207.32,207.49,202.58,203.27,67332100,HNXINDEX
2023-02-28,201.89,205.52,201.0,202.38,48907900,HNXINDEX
2023-03-01,201.56,206.83,200.35,206.83,58270000,HNXINDEX
2023-03-02,206.81,208.79,204.55,206.14,38574700,HNXINDEX
2023-03-03,206.14,207.68,204.15,204.89,62497500,HNXINDEX
2023-03-06,204.89,208.45,204.83,206.56,50786500,HNXINDEX
2023-03-07,205.19,207.94,203.31,207.5,43275300,HNXINDEX
2023-03-08,207.44,208.69,205.91,208.68,57756500,HNXINDEX
2023-03-09,208.68,209.9,207.05,209.03,55081800,HNXINDEX
2023-03-10,209.03,209.14,206.96,207.86,65589200,HNXINDEX
2023-03-13,207.86,207.86,205.7,205.85,50565700,HNXINDEX
2023-03-14,205.85,206.57,201.5,202.55,75556600,HNXINDEX
2023-03-15,202.55,207.99,202.55,207.01,80292800,HNXINDEX
2023-03-16,206.89,207.11,203.63,204.19,48299300,HNXINDEX
2023-03-17,204.19,206.57,203.26,204.47,43736800,HNXINDEX
2023-03-20,204.35,205.22,201.62,201.62,54528800,HNXINDEX
2023-03-21,201.26,203.17,201.17,203.11,36065100,HNXINDEX
2023-03-22,203.1,205.19,203.1,203.96,42959200,HNXINDEX
2023-03-23,203.96,204.17,200.54,203.32,48379700,HNXINDEX
2023-03-24,203.32,206.47,203.32,205.72,66194000,HNXINDEX
2023-03-27,205.83,206.67,205.14,206.67,63298000,HNXINDEX
2023-03-28,206.74,207.94,204.93,205.76,69184400,HNXINDEX
2023-03-29,205.76,206.46,204.14,205.59,51761700,HNXINDEX
2023-03-30,205.59,207.53,205.59,205.95,69665400,HNXINDEX
2023-03-31,205.95,207.52,204.97,207.5,78320600,HNXINDEX
2023-04-03,207.5,211.19,207.5,210.48,94583300,HNXINDEX
2023-04-04,210.47,211.7,209.8,210.73,92327600,HNXINDEX
2023-04-05,210.58,213.18,210.58,212.58,118127600,HNXINDEX
2023-04-06,212.58,215.42,211.42,211.43,149188300,HNXINDEX
2023-04-07,211.43,212.81,209.46,211.6,103718500,HNXINDEX
2023-04-10,211.72,214.76,210.53,212.0,154228800,HNXINDEX
2023-04-11,212.0,212.34,208.81,212.34,112222000,HNXINDEX
2023-04-12,212.34,213.49,211.4,211.94,93045800,HNXINDEX
2023-04-13,212.06,212.69,209.52,209.84,84777000,HNXINDEX
2023-04-14,209.63,210.84,207.25,207.25,109453700,HNXINDEX
2023-04-17,207.25,207.51,205.8,206.63,55552500,HNXINDEX
2023-04-18,206.45,208.25,206.01,208.25,74313800,HNXINDEX
2023-04-19,208.25,208.93,205.71,205.85,61614700,HNXINDEX
2023-04-20,205.7,207.64,205.37,206.61,65191200,HNXINDEX
2023-04-21,206.61,208.51,206.16,206.92,93023900,HNXINDEX
2023-04-24,206.8,208.19,206.13,206.76,59010600,HNXINDEX
2023-04-25,206.75,207.7,204.34,204.69,85409500,HNXINDEX
2023-04-26,204.59,205.84,203.62,205.84,62716900,HNXINDEX
2023-04-27,205.75,207.47,205.4,205.86,66711300,HNXINDEX
2023-04-28,205.62,207.63,205.52,207.48,71354700,HNXINDEX
2023-05-04,207.44,208.7,206.88,208.15,85437500,HNXINDEX
2023-05-05,207.22,209.29,205.02,207.8,70610100,HNXINDEX
2023-05-08,207.74,211.18,207.74,210.92,111600800,HNXINDEX
2023-05-09,210.98,212.2,210.75,211.95,77374000,HNXINDEX
2023-05-10,211.9,214.27,211.24,213.89,117533600,HNXINDEX
2023-05-11,213.94,215.82,213.94,214.41,118735300,HNXINDEX
2023-05-12,214.46,215.11,213.54,215.1,117050800,HNXINDEX
2023-05-15,215.1,217.4,214.33,214.33,114774200,HNXINDEX
2023-05-16,213.55,216.12,213.55,214.62,93249200,HNXINDEX
2023-05-17,214.69,215.79,212.7,212.86,118554000,HNXINDEX
2023-05-18,212.94,214.47,212.79,213.01,105923100,HNXINDEX
2023-05-19,213.01,214.92,212.3,213.91,102582300,HNXINDEX
2023-05-22,213.97,216.14,213.91,215.9,82282300,HNXINDEX
2023-05-23,216.01,217.34,214.55,215.79,106763800,HNXINDEX
2023-05-24,215.79,217.28,215.68,215.96,90654500,HNXINDEX
2023-05-25,216.07,217.11,215.04,216.78,81540200,HNXINDEX
2023-05-26,216.78,217.75,216.71,217.64,79665300,HNXINDEX
2023-05-29,217.75,220.57,217.75,220.31,127794300,HNXINDEX
2023-05-30,220.31,222.05,219.79,221.33,111919400,HNXINDEX
2023-05-31,221.46,223.9,221.38,222.81,130408200,HNXINDEX
2023-06-01,222.9,225.11,222.39,223.97,117998200,HNXINDEX
2023-06-02,223.97,227.71,223.95,226.03,126959200,HNXINDEX
2023-06-05,226.03,229.17,225.97,226.56,107230400,HNXINDEX
2023-06-06,226.56,228.73,225.77,228.72,130500000,HNXINDEX
2023-06-07,228.73,230.51,228.54,230.33,114024000,HNXINDEX
2023-06-08,230.34,231.62,226.78,226.78,150186800,HNXINDEX
2023-06-09,226.8,227.85,224.68,227.6,117909900,HNXINDEX
2023-06-12,227.6,229.38,226.37,229.37,104836300,HNXINDEX
2023-06-13,229.37,231.08,229.08,230.25,118080100,HNXINDEX
2023-06-14,230.25,232.68,228.68,228.91,117252200,HNXINDEX
2023-06-15,228.92,229.54,227.76,229.53,89334000,HNXINDEX
2023-06-16,229.53,232.13,228.44,228.44,135519300,HNXINDEX
2023-06-19,228.37,229.02,226.31,226.52,127552700,HNXINDEX
2023-06-20,226.52,228.79,226.1,228.77,77076700,HNXINDEX
2023-06-21,228.77,231.77,228.66,231.77,100619900,HNXINDEX
2023-06-22,231.81,233.39,230.81,231.91,107156800,HNXINDEX
2023-06-23,231.91,233.3,230.83,231.54,122047800,HNXINDEX
2023-06-26,231.54,232.09,228.03,231.01,114654000,HNXINDEX
2023-06-27,231.01,232.0,229.44,230.82,68199800,HNXINDEX
2023-06-28,230.85,231.53,229.03,230.25,77789300,HNXINDEX
2023-06-29,230.22,230.6,227.48,227.48,94196800,HNXINDEX
2023-06-30,226.49,228.0,224.4,227.32,63926400,HNXINDEX
2023-07-03,227.32,228.35,225.8,226.6,74973700,HNXINDEX
2023-07-04,226.52,228.79,226.35,228.76,108285100,HNXINDEX
2023-07-05,228.76,230.12,227.63,227.84,90326900,HNXINDEX
2023-07-06,227.84,228.09,223.81,225.08,109123700,HNXINDEX
2023-07-07,225.07,225.82,222.93,225.82,81137400,HNXINDEX
2023-07-10,225.82,228.78,225.81,228.37,120395100,HNXINDEX
2023-07-11,228.33,230.54,228.04,229.22,111718800,HNXINDEX
2023-07-12,229.22,230.55,228.13,228.88,95464800,HNXINDEX
2023-07-13,228.88,230.23,228.01,229.97,99227300,HNXINDEX
2023-07-14,230.11,231.69,228.31,230.19,105546500,HNXINDEX
2023-07-17,230.2,231.91,230.15,230.95,113369700,HNXINDEX
2023-07-18,230.94,232.15,230.04,230.96,95872500,HNXINDEX
2023-07-19,230.98,233.29,230.93,231.47,91266700,HNXINDEX
2023-07-20,232.12,233.19,230.74,233.07,87051600,HNXINDEX
2023-07-21,233.19,234.99,233.19,234.98,91782800,HNXINDEX
2023-07-24,236.76,237.48,235.39,236.53,126554900,HNXINDEX
2023-07-25,235.82,237.66,234.77,236.93,107428000,HNXINDEX
2023-07-26,236.93,237.94,235.34,236.2,74176600,HNXINDEX
2023-07-27,236.2,237.67,234.21,235.64,106448500,HNXINDEX
2023-07-28,235.64,237.84,235.63,237.54,121974100,HNXINDEX
2023-07-31,237.54,240.62,237.44,239.55,114837300,HNXINDEX
2023-08-01,239.56,241.74,239.29,239.35,147174800,HNXINDEX
2023-08-02,239.35,241.94,239.04,241.31,94420100,HNXINDEX
2023-08-03,241.31,242.27,239.18,239.77,100236300,HNXINDEX
2023-08-04,239.77,242.7,239.58,242.41,106347300,HNXINDEX
2023-08-07,242.51,246.24,242.51,245.68,120018900,HNXINDEX
2023-08-08,245.65,247.85,245.64,246.07,158279300,HNXINDEX
2023-08-09,246.22,247.84,245.36,245.88,126452600,HNXINDEX
2023-08-10,245.88,247.22,243.73,243.91,131571600,HNXINDEX
2023-08-11,243.91,245.6,241.69,245.25,108968000,HNXINDEX
2023-08-14,245.07,250.69,245.01,250.44,132868700,HNXINDEX
2023-08-15,250.63,253.53,250.63,251.45,119713800,HNXINDEX
2023-08-16,251.65,252.83,250.71,252.56,103370100,HNXINDEX
2023-08-17,252.56,253.62,249.97,249.97,137339400,HNXINDEX
2023-08-18,249.99,249.99,235.23,235.96,238169400,HNXINDEX
2023-08-21,235.87,239.05,232.92,237.97,116509700,HNXINDEX
2023-08-22,238.04,239.86,231.74,239.65,118695900,HNXINDEX
2023-08-23,239.65,241.77,237.63,238.07,70252300,HNXINDEX
2023-08-24,238.07,243.23,237.54,243.23,99968200,HNXINDEX
2023-08-25,243.23,245.14,242.11,242.9,94819200,HNXINDEX
2023-08-28,243.02,244.98,241.29,244.88,99654500,HNXINDEX
2023-08-29,244.92,248.02,244.92,246.48,104017100,HNXINDEX
2023-08-30,246.47,248.2,244.9,247.96,95312000,HNXINDEX
2023-08-31,247.96,249.77,247.91,249.75,94757800,HNXINDEX
2023-09-05,249.75,252.95,248.04,252.28,111879700,HNXINDEX
2023-09-06,252.16,255.37,250.85,255.36,105685500,HNXINDEX
2023-09-07,255.36,257.74,254.72,256.14,117385200,HNXINDEX
2023-09-08,256.13,257.81,255.32,256.2,107226000,HNXINDEX
2023-09-11,256.2,258.32,251.33,251.33,130335000,HNXINDEX
2023-09-12,251.1,256.36,250.46,256.32,97505600,HNXINDEX
2023-09-13,256.32,259.03,254.29,256.11,116463000,HNXINDEX
2023-09-14,256.11,256.97,251.8,251.86,121708700,HNXINDEX
2023-09-15,251.86,254.54,251.05,252.76,82265300,HNXINDEX
2023-09-18,252.74,253.1,249.31,250.48,78253700,HNXINDEX
2023-09-19,249.73,252.33,247.29,250.22,86509300,HNXINDEX
2023-09-20,250.22,254.83,250.05,254.82,77548100,HNXINDEX
2023-09-21,254.82,255.57,251.24,251.87,101433100,HNXINDEX
2023-09-22,251.91,251.91,240.9,243.15,174468700,HNXINDEX
2023-09-25,243.12,243.84,231.5,231.5,130444800,HNXINDEX
2023-09-26,231.43,235.62,229.68,229.75,120452000,HNXINDEX
2023-09-27,229.75,235.85,227.89,235.84,98772900,HNXINDEX
2023-09-28,235.84,236.17,231.81,234.5,82309700,HNXINDEX
2023-09-29,234.58,236.88,234.08,236.35,79609100,HNXINDEX
2023-10-02,236.35,238.17,235.74,236.72,63844000,HNXINDEX
2023-10-03,236.72,236.8,226.3,226.68,134889100,HNXINDEX
2023-10-04,226.45,232.24,222.92,230.2,91999900,HNXINDEX
2023-10-05,230.2,232.32,227.99,228.01,67820100,HNXINDEX
2023-10-06,228.01,230.53,225.78,230.45,71441400,HNXINDEX
2023-10-09,230.53,233.57,230.49,233.55,77885100,HNXINDEX
2023-10-10,233.55,236.61,233.07,234.17,96734400,HNXINDEX
2023-10-11,234.3,237.02,233.43,237.0,89382300,HNXINDEX
2023-10-12,237.06,239.98,236.27,238.44,96639700,HNXINDEX
2023-10-13,238.47,239.69,235.78,239.05,88803300,HNXINDEX
2023-10-16,239.05,240.61,236.33,236.46,85904000,HNXINDEX
2023-10-17,236.47,237.73,230.02,230.03,90831200,HNXINDEX
2023-10-18,230.03,231.86,221.67,227.11,128613300,HNXINDEX
2023-10-19,227.11,227.6,222.61,223.45,76278200,HNXINDEX
2023-10-20,223.41,228.45,220.9,228.45,92004200,HNXINDEX
2023-10-23,227.3,229.55,225.15,226.26,63529600,HNXINDEX
2023-10-24,224.53,228.96,224.08,228.89,60814400,HNXINDEX
2023-10-25,228.89,230.8,226.73,227.01,71896500,HNXINDEX
2023-10-26,226.79,226.94,213.06,214.98,175430800,HNXINDEX
2023-10-27,214.33,218.47,212.63,218.04,79198000,HNXINDEX
2023-10-30,217.98,218.35,211.34,211.34,64544100,HNXINDEX
2023-10-31,211.55,212.93,204.48,206.17,102673900,HNXINDEX
2023-11-01,205.74,209.68,203.33,209.65,95162800,HNXINDEX
2023-11-02,209.83,218.38,208.06,217.97,116146600,HNXINDEX
2023-11-03,217.97,219.44,216.42,217.75,91361000,HNXINDEX
2023-11-06,217.77,219.59,215.54,219.59,76165500,HNXINDEX
2023-11-07,217.73,221.57,217.73,218.29,88804200,HNXINDEX
2023-11-08,218.27,227.03,216.63,227.03,124587400,HNXINDEX
2023-11-09,225.69,231.44,225.69,228.22,129931400,HNXINDEX
2023-11-10,227.61,229.82,226.2,226.65,124346600,HNXINDEX
2023-11-13,225.63,228.0,224.12,226.11,92312800,HNXINDEX
2023-11-14,226.13,229.47,225.97,227.43,82116000,HNXINDEX
2023-11-15,225.45,232.25,225.45,227.88,108421200,HNXINDEX
2023-11-16,227.86,229.57,226.49,229.56,101417800,HNXINDEX
2023-11-17,229.56,231.11,225.41,226.54,147441600,HNXINDEX
2023-11-20,226.54,228.47,223.5,227.77,93190300,HNXINDEX
2023-11-21,227.2,229.95,225.92,229.8,91303900,HNXINDEX
2023-11-22,229.37,230.74,228.03,230.49,97333700,HNXINDEX
2023-11-23,230.49,232.01,224.54,224.54,129071000,HNXINDEX
2023-11-24,222.9,226.1,220.15,226.1,122379800,HNXINDEX
2023-11-27,226.1,226.82,222.93,223.89,55289900,HNXINDEX
2023-11-28,223.25,224.66,220.75,224.39,77851800,HNXINDEX
2023-11-29,224.39,227.04,224.06,227.03,76612600,HNXINDEX
2023-11-30,227.03,228.76,226.13,226.15,97855500,HNXINDEX
2023-12-01,226.15,227.47,224.35,226.26,74168300,HNXINDEX
2023-12-04,226.08,232.75,226.08,231.31,136470000,HNXINDEX
2023-12-05,230.49,232.62,230.24,231.34,91788800,HNXINDEX
2023-12-06,231.28,233.64,231.05,233.63,100754800,HNXINDEX
2023-12-07,232.29,234.71,228.72,231.84,185176500,HNXINDEX
2023-12-08,232.65,233.09,230.12,231.2,90162700,HNXINDEX
2023-12-11,231.02,232.64,229.81,231.37,76360300,HNXINDEX
2023-12-12,230.09,232.91,226.38,231.71,74246200,HNXINDEX
2023-12-13,231.67,232.57,228.0,228.42,97238100,HNXINDEX
2023-12-14,228.52,230.05,226.48,227.23,80909200,HNXINDEX
2023-12-15,227.23,228.49,226.16,227.02,76520600,HNXINDEX
2023-12-18,227.04,227.56,225.11,225.73,62271000,HNXINDEX
2023-12-19,224.87,227.27,223.39,227.27,78474300,HNXINDEX
2023-12-20,227.04,228.21,226.92,228.16,45785200,HNXINDEX
2023-12-21,228.16,228.49,227.12,228.48,45998500,HNXINDEX
2023-12-22,228.48,229.89,227.34,228.27,80080700,HNXINDEX
2023-12-25,227.57,229.95,225.9,229.45,53571800,HNXINDEX
2023-12-26,228.11,231.29,224.62,231.26,54602700,HNXINDEX
2023-12-27,231.26,231.98,230.07,230.6,62641900,HNXINDEX
2023-12-28,230.45,231.54,229.95,231.35,55936000,HNXINDEX
2023-12-29,229.25,232.29,229.24,231.04,68730800,HNXINDEX
2024-01-02,230.69,232.4,229.7,229.99,59394600,HNXINDEX
2024-01-03,230.37,231.64,229.87,231.64,57900400,HNXINDEX
2024-01-04,231.63,233.66,231.63,232.56,111741500,HNXINDEX
2024-01-05,232.56,233.35,231.69,232.76,59577900,HNXINDEX
2024-01-08,232.76,234.88,232.38,233.33,82783300,HNXINDEX
2024-01-09,233.33,233.95,232.02,232.5,78360000,HNXINDEX
2024-01-10,232.39,233.44,230.91,231.41,88698800,HNXINDEX
2024-01-11,231.43,233.46,231.18,232.71,82324700,HNXINDEX
2024-01-12,232.59,232.69,229.2,230.31,98272900,HNXINDEX
2024-01-15,230.31,231.3,227.47,227.55,62381400,HNXINDEX
2024-01-16,227.02,229.5,226.54,229.5,52494900,HNXINDEX
2024-01-17,229.5,231.32,228.58,229.5,74938400,HNXINDEX
2024-01-18,229.35,230.52,228.95,229.93,47725600,HNXINDEX
2024-01-19,229.93,231.47,229.35,229.48,59926500,HNXINDEX
2024-01-22,229.48,230.6,228.19,229.77,63779200,HNXINDEX
2024-01-23,229.65,230.31,228.93,229.26,60551900,HNXINDEX
2024-01-24,229.26,229.93,226.66,228.53,55984900,HNXINDEX
2024-01-25,228.53,229.41,228.01,228.52,42552200,HNXINDEX
2024-01-26,228.49,229.89,228.45,229.43,59454500,HNXINDEX
2024-01-29,229.46,230.22,229.02,229.05,52423300,HNXINDEX
2024-01-30,229.04,230.82,228.89,230.66,58206700,HNXINDEX
2024-01-31,230.66,231.9,229.05,229.18,95982400,HNXINDEX
2024-02-01,229.18,231.02,228.91,230.57,52615200,HNXINDEX
2024-02-02,230.57,231.92,230.19,230.56,74802700,HNXINDEX
2024-02-05,230.56,231.03,229.86,230.28,69442500,HNXINDEX
2024-02-06,228.21,231.47,228.12,230.63,84479300,HNXINDEX
2024-02-07,230.52,231.63,230.42,231.04,61542300,HNXINDEX
2024-02-15,231.54,233.39,230.96,232.75,59216400,HNXINDEX
2024-02-16,232.65,234.32,230.2,233.04,66005600,HNXINDEX
2024-02-19,233.04,234.04,232.23,233.37,83207900,HNXINDEX
2024-02-20,231.88,234.53,230.38,233.5,95823600,HNXINDEX
2024-02-21,233.5,234.59,232.48,233.84,63362300,HNXINDEX
2024-02-22,232.84,235.05,231.35,234.01,80713000,HNXINDEX
2024-02-23,233.79,234.79,230.69,231.08,120062600,HNXINDEX
2024-02-26,231.08,232.86,230.24,232.86,78783600,HNXINDEX
2024-02-27,232.86,235.38,232.25,235.38,91991000,HNXINDEX
2024-02-28,235.39,236.52,234.07,235.16,90543200,HNXINDEX
2024-02-29,235.16,236.35,233.78,235.46,95396800,HNXINDEX
2024-03-01,235.45,236.66,235.33,236.43,104198300,HNXINDEX
2024-03-04,236.6,238.86,235.7,237.38,104178400,HNXINDEX
2024-03-05,237.37,238.02,234.88,237.35,80257200,HNXINDEX
2024-03-06,236.93,237.93,233.96,235.45,105897800,HNXINDEX
2024-03-07,233.51,237.66,233.39,237.37,143579400,HNXINDEX
2024-03-08,237.38,239.0,235.81,236.32,127805300,HNXINDEX
2024-03-11,236.24,237.12,233.11,233.84,92170000,HNXINDEX
2024-03-12,233.85,234.87,233.45,234.03,75695300,HNXINDEX
2024-03-13,234.14,238.22,232.0,238.2,107339900,HNXINDEX
2024-03-14,237.85,241.01,237.85,239.68,162799000,HNXINDEX
2024-03-15,239.42,241.07,237.95,239.54,106988500,HNXINDEX
2024-03-18,239.31,241.14,232.77,236.68,181918100,HNXINDEX
