volume_ma_vnd,obv_vnd,bb_bbh_vnd,rsi_rsi_base_ma_ratio_vnd,volatility_30d,volume_to_volume_ma_ratio_vnd,volatility_10d,bb_bbh_bb_bbl_ratio,roc_vnd,rsi_base_ma_vnd,cci_vnd,%K_vnd,distance_to_nearest_quarter,z_score_5d,P/B_change_rate
0.053392937806310284,0.04962074361977658,0.040607619913369586,0.03673834433006133,0.03530529406065725,0.03293685202450594,0.031456853652251066,0.02992602746874319,0.02930050823594943,0.02828393254961981,0.028016778152091595,0.02748117101435592,0.027271484429356514,0.0267781820726515,0.026023505283958987
